line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.477502134953040E+06   82.812612  5.994809  4.693155  0.7196164E+00  0.2663350E+00  2.1906183E-03  2.7287088E-05  8.3230667E-04  5.6444781E-03  2.4423331E-06  1.2365973E-05  1.8767618E-03  1.4787405E-04  2.670E-07  0.7615  4.693155   -5.304  0.293855  7.638566  0.6499739E+00  0.3362779E+00  7.2359117E-05  1.9850843E-05  7.6575741E-03  6.9268715E-04  1.1964814E-06  3.1392957E-09  1.8606063E-03  2.9893996E-06  2.856E-05  1.397E-05  1.620E-05  9.923E-01  1.012E+00  8.81E+02  0.00E+00  1.34E+02  0.226008  0.315407  0.0000000E+00  1.6902605535E+00
 10  0.534693721915614E+06   82.525956  5.997293  4.691990  0.7191915E+00  0.2667596E+00  2.1323222E-03  2.7007229E-05  9.5938368E-04  5.5776281E-03  2.5234709E-06  1.2029013E-05  1.8766326E-03  1.4483340E-04  5.013E-07  0.7602  4.691990   -5.296  0.294309  7.638826  0.6415603E+00  0.3447041E+00  7.3851163E-05  2.0263712E-05  7.7437588E-03  5.9186990E-04  1.0057383E-06  2.5925064E-09  1.8590505E-03  2.9695202E-06  2.889E-05  1.375E-05  1.583E-05  9.923E-01  1.011E+00  8.76E+02  0.00E+00  1.33E+02  0.226188  0.318240  0.0000000E+00  1.6426204708E+00
 11  0.591514750010515E+06   82.235515  5.999858  4.691017  0.7184759E+00  0.2674765E+00  2.0582586E-03  2.6660286E-05  1.1335398E-03  5.4781836E-03  2.6033968E-06  1.1600312E-05  1.8764263E-03  1.4066514E-04  8.437E-07  0.7591  4.691017   -5.287  0.295259  7.639248  0.6331833E+00  0.3530907E+00  7.4319414E-05  2.0393560E-05  7.8118175E-03  5.1342481E-04  8.7510209E-07  2.3963469E-09  1.8575161E-03  2.9640873E-06  2.900E-05  1.316E-05  1.546E-05  9.929E-01  1.011E+00  8.71E+02  0.00E+00  1.27E+02  0.217918  0.321122  0.0000000E+00  1.5950735933E+00
 12  0.648106746860193E+06   81.940565  6.002400  4.690043  0.7174033E+00  0.2685527E+00  1.9722691E-03  2.6273326E-05  1.3500596E-03  5.3463650E-03  2.6694890E-06  1.1101859E-05  1.8761315E-03  1.3553758E-04  1.288E-06  0.7583  4.690043   -5.279  0.296176  7.639659  0.6248355E+00  0.3614460E+00  7.5215936E-05  2.0640587E-05  7.8640607E-03  4.5232121E-04  7.6424195E-07  2.2225097E-09  1.8559977E-03  2.9805807E-06  2.893E-05  1.286E-05  1.510E-05  9.929E-01  1.010E+00  8.66E+02  0.00E+00  1.27E+02  0.217599  0.323967  0.0000000E+00  1.5476242403E+00
 13  0.704849672468976E+06   81.638993  6.005040  4.689192  0.7158874E+00  0.2700748E+00  1.8757083E-03  2.5860009E-05  1.6082626E-03  5.1811238E-03  2.7151400E-06  1.0541335E-05  1.8757325E-03  1.2952507E-04  1.833E-06  0.7574  4.689192   -5.270  0.297350  7.640151  0.6164448E+00  0.3698426E+00  7.5750669E-05  2.0789512E-05  7.9059341E-03  4.0364871E-04  6.7850084E-07  1.9943898E-09  1.8544791E-03  2.9956368E-06  2.871E-05  1.243E-05  1.474E-05  9.932E-01  1.010E+00  8.62E+02  0.00E+00  1.23E+02  0.212960  0.326858  0.0000000E+00  1.4999556616E+00
 14  0.761196785738735E+06   81.333692  6.007695  4.688405  0.7139591E+00  0.2720115E+00  1.7765698E-03  2.5459516E-05  1.8880279E-03  4.9947034E-03  2.7338674E-06  9.9650454E-06  1.8752447E-03  1.2314282E-04  2.430E-06  0.7568  4.688405   -5.262  0.298431  7.640609  0.6080800E+00  0.3782122E+00  7.6666461E-05  2.1050038E-05  7.9385996E-03  3.6484396E-04  6.0391657E-07  1.7249641E-09  1.8529702E-03  3.0093251E-06  2.838E-05  1.203E-05  1.438E-05  9.935E-01  1.009E+00  8.57E+02  0.00E+00  1.20E+02  0.208371  0.329726  0.0000000E+00  1.4526799596E+00
 15  0.818252868286949E+06   81.018544  6.010527  4.687784  0.7114917E+00  0.2744898E+00  1.6729245E-03  2.5066792E-05  2.1949748E-03  4.7832725E-03  2.7254703E-06  9.3617423E-06  1.8746427E-03  1.1629529E-04  3.089E-06  0.7570  4.687784   -5.253  0.299739  7.641141  0.5996862E+00  0.3866094E+00  7.7152653E-05  2.1185665E-05  7.9633767E-03  3.3575889E-04  5.5211656E-07  1.9546241E-09  1.8514608E-03  3.0753235E-06  2.792E-05  1.148E-05  1.402E-05  9.940E-01  1.009E+00  8.53E+02  0.00E+00  1.15E+02  0.200349  0.332694  0.0000000E+00  1.4050366733E+00
 16  0.873500235119735E+06   80.707593  6.013232  4.687577  0.7085719E+00  0.2774222E+00  1.5710380E-03  2.4705705E-05  2.5095772E-03  4.5607201E-03  2.6921871E-06  8.7679261E-06  1.8739528E-03  1.0943049E-04  3.764E-06  0.7562  4.687577   -5.246  0.302302  7.642092  0.5913010E+00  0.3949972E+00  7.4970171E-05  2.0554976E-05  7.9897987E-03  3.0925262E-04  5.4478520E-07  2.1655091E-09  1.8499509E-03  3.0435535E-06  2.745E-05  1.077E-05  1.370E-05  9.946E-01  1.008E+00  8.49E+02  0.00E+00  1.08E+02  0.190458  0.335489  0.0000000E+00  1.3598348111E+00
 17  0.928830642975774E+06   80.390326  6.015997  4.687050  0.7052625E+00  0.2807450E+00  1.4736888E-03  2.4383610E-05  2.8211847E-03  4.3354815E-03  2.6388604E-06  8.1998860E-06  1.8731928E-03  1.0277235E-04  4.417E-06  0.7561  4.687050   -5.237  0.303467  7.642580  0.5828987E+00  0.4034021E+00  7.6146560E-05  2.0886724E-05  8.0063606E-03  2.8839320E-04  4.9469036E-07  1.9963715E-09  1.8484387E-03  3.0534272E-06  2.690E-05  1.049E-05  1.336E-05  9.948E-01  1.008E+00  8.45E+02  0.00E+00  1.06E+02  0.187107  0.338308  0.0000000E+00  1.3152433909E+00
 18  0.983489466448690E+06   80.070895  6.018812  4.686807  0.7013609E+00  0.2846616E+00  1.3758878E-03  2.4082059E-05  3.1442017E-03  4.0978022E-03  2.5657554E-06  7.6285802E-06  1.8723190E-03  9.6004971E-05  5.090E-06  0.7558  4.686807   -5.229  0.305326  7.643290  0.5745165E+00  0.4117862E+00  7.5777442E-05  2.0787288E-05  8.0226376E-03  2.7042726E-04  4.6943529E-07  1.8396055E-09  1.8469299E-03  3.0506660E-06  2.631E-05  1.003E-05  1.304E-05  9.951E-01  1.008E+00  8.41E+02  0.00E+00  1.02E+02  0.180363  0.341087  0.0000000E+00  1.2715177832E+00
 19  0.103800553875990E+07   79.746218  6.021653  4.686534  0.6970011E+00  0.2890370E+00  1.2821677E-03  2.3813038E-05  3.4624726E-03  3.8600521E-03  2.4785708E-06  7.0805467E-06  1.8713647E-03  8.9459553E-05  5.734E-06  0.7558  4.686534   -5.221  0.306794  7.643879  0.5661646E+00  0.4201397E+00  7.6234069E-05  2.0927104E-05  8.0347018E-03  2.5588630E-04  4.3825965E-07  1.7418774E-09  1.8454266E-03  3.0639164E-06  2.569E-05  9.632E-06  1.271E-05  9.954E-01  1.007E+00  8.38E+02  0.00E+00  9.83E+01  0.175174  0.343842  0.0000000E+00  1.2282790887E+00
 20  0.109229518276671E+07   79.416676  6.024507  4.686335  0.6920758E+00  0.2939786E+00  1.1908301E-03  2.3567435E-05  3.7803509E-03  3.6195413E-03  2.3785711E-06  6.5459657E-06  1.8703088E-03  8.3033855E-05  6.364E-06  0.7560  4.686335   -5.213  0.308459  7.644517  0.5577831E+00  0.4285226E+00  7.6642704E-05  2.1038332E-05  8.0453849E-03  2.4301737E-04  4.1344136E-07  1.6189076E-09  1.8439168E-03  3.0695898E-06  2.504E-05  9.414E-06  1.239E-05  9.954E-01  1.006E+00  8.34E+02  0.00E+00  9.78E+01  0.175112  0.346532  0.0000000E+00  1.1856473345E+00
 21  0.114591822107349E+07   79.084959  6.027375  4.686168  0.6866700E+00  0.2994007E+00  1.1038729E-03  2.3345571E-05  4.0895555E-03  3.3830521E-03  2.2706593E-06  6.0366555E-06  1.8691712E-03  7.6881554E-05  6.956E-06  0.7564  4.686168   -5.204  0.309918  7.645087  0.5494335E+00  0.4368736E+00  7.7657560E-05  2.1330460E-05  8.0539015E-03  2.3159724E-04  3.8524368E-07  1.2442792E-09  1.8424113E-03  3.0710074E-06  2.438E-05  9.098E-06  1.207E-05  9.957E-01  1.006E+00  8.31E+02  0.00E+00  9.46E+01  0.170017  0.349172  0.0000000E+00  1.1441215052E+00
 22  0.119963131458064E+07   78.746310  6.030257  4.686185  0.6807331E+00  0.3053542E+00  1.0204063E-03  2.3141132E-05  4.3918700E-03  3.1497444E-03  2.1564827E-06  5.5475098E-06  1.8679420E-03  7.0950638E-05  7.512E-06  0.7566  4.686185   -5.196  0.311708  7.645763  0.5410279E+00  0.4452802E+00  7.7883054E-05  2.1394605E-05  8.0624064E-03  2.2151371E-04  3.6710354E-07  1.2089360E-09  1.8408942E-03  3.0750232E-06  2.371E-05  8.700E-06  1.176E-05  9.960E-01  1.006E+00  8.28E+02  0.00E+00  9.07E+01  0.163802  0.351766  0.0000000E+00  1.1030849489E+00
 23  0.125288863120536E+07   78.404144  6.033191  4.686218  0.6744299E+00  0.3116734E+00  9.4245290E-04  2.2957025E-05  4.6787272E-03  2.9266909E-03  2.0412049E-06  5.0904411E-06  1.8666558E-03  6.5392951E-05  8.009E-06  0.7573  4.686218   -5.188  0.313389  7.646400  0.5326638E+00  0.4536453E+00  7.8599645E-05  2.1593192E-05  8.0688591E-03  2.1295685E-04  3.4774837E-07  1.0928638E-09  1.8393831E-03  3.0905305E-06  2.303E-05  8.370E-06  1.145E-05  9.963E-01  1.005E+00  8.24E+02  0.00E+00  8.73E+01  0.158211  0.354362  0.0000000E+00  1.0631297172E+00
 24  0.130533157848653E+07   78.060758  6.036051  4.686418  0.6679092E+00  0.3182093E+00  8.7106980E-04  2.2794716E-05  4.9450127E-03  2.7183147E-03  1.9287085E-06  4.6716857E-06  1.8653419E-03  6.0290345E-05  8.435E-06  0.7573  4.686418   -5.180  0.315365  7.647130  0.5242773E+00  0.4620325E+00  7.8276968E-05  2.1517250E-05  8.0766604E-03  2.0457488E-04  3.3577759E-07  1.1114092E-09  1.8378654E-03  3.0874005E-06  2.236E-05  7.830E-06  1.116E-05  9.967E-01  1.005E+00  8.21E+02  0.00E+00  8.16E+01  0.148569  0.356870  0.0000000E+00  1.0245108291E+00
 25  0.135765462944491E+07   77.711702  6.038929  4.686674  0.6611570E+00  0.3249758E+00  8.0556577E-04  2.2652384E-05  5.1923728E-03  2.5236622E-03  1.8196521E-06  4.2872051E-06  1.8639968E-03  5.5597757E-05  8.792E-06  0.7576  4.686674   -5.172  0.317417  7.647886  0.5158912E+00  0.4704192E+00  7.8236208E-05  2.1499366E-05  8.0827755E-03  1.9767129E-04  3.2559052E-07  1.1201526E-09  1.8363459E-03  3.1016252E-06  2.169E-05  7.494E-06  1.088E-05  9.970E-01  1.005E+00  8.19E+02  0.00E+00  7.77E+01  0.141944  0.359409  0.0000000E+00  9.8682679767E-01
 26  0.140926169534426E+07   77.360889  6.041801  4.686881  0.6542412E+00  0.3319049E+00  7.4616511E-04  2.2530508E-05  5.4192194E-03  2.3442457E-03  1.7157987E-06  3.9383252E-06  1.8626336E-03  5.1334304E-05  9.084E-06  0.7580  4.686881   -5.163  0.319335  7.648591  0.5075183E+00  0.4787927E+00  7.8725965E-05  2.1627956E-05  8.0876270E-03  1.9132680E-04  3.1295419E-07  9.9028842E-10  1.8348264E-03  3.1137418E-06  2.103E-05  7.204E-06  1.060E-05  9.972E-01  1.004E+00  8.16E+02  0.00E+00  7.47E+01  0.137029  0.361921  0.0000000E+00  9.5045445289E-01
 27  0.146108013105071E+07   77.001831  6.044738  4.687198  0.6468820E+00  0.3392770E+00  6.9020241E-04  2.2423492E-05  5.6351537E-03  2.1726740E-03  1.6135828E-06  3.6094021E-06  1.8611966E-03  4.7310904E-05  9.336E-06  0.7585  4.687198   -5.155  0.321281  7.649305  0.4991334E+00  0.4871781E+00  7.8887449E-05  2.1684084E-05  8.0918258E-03  1.8625263E-04  3.0268592E-07  9.9771351E-10  1.8333030E-03  3.1400643E-06  2.037E-05  6.852E-06  1.032E-05  9.974E-01  1.004E+00  8.13E+02  0.00E+00  7.13E+01  0.131221  0.364449  0.0000000E+00  9.1464914064E-01
 28  0.151278607488116E+07   76.636494  6.047737  4.687592  0.6391496E+00  0.3470216E+00  6.3808663E-04  2.2331714E-05  5.8381497E-03  2.0107125E-03  1.5146163E-06  3.3028570E-06  1.8596995E-03  4.3558680E-05  9.545E-06  0.7594  4.687592   -5.147  0.323226  7.650014  0.4907613E+00  0.4955505E+00  7.9569913E-05  2.1864704E-05  8.0945867E-03  1.8197473E-04  2.9208300E-07  8.9469068E-10  1.8317794E-03  3.1684360E-06  1.971E-05  6.626E-06  1.005E-05  9.975E-01  1.004E+00  8.10E+02  0.00E+00  6.99E+01  0.129144  0.366984  0.0000000E+00  8.7974660226E-01
 29  0.156479960685173E+07   76.261491  6.050949  4.688149  0.6308250E+00  0.3553580E+00  5.8826784E-04  2.2251968E-05  6.0338663E-03  1.8539767E-03  1.4166968E-06  3.0095935E-06  1.8580996E-03  3.9967486E-05  9.727E-06  0.7609  4.688149   -5.138  0.325164  7.650715  0.4824088E+00  0.5039033E+00  8.0047813E-05  2.2012976E-05  8.0967251E-03  1.7871877E-04  2.8337113E-07  8.3464587E-10  1.8302566E-03  3.2041217E-06  1.905E-05  6.238E-06  9.777E-06  9.978E-01  1.003E+00  8.08E+02  0.00E+00  6.57E+01  0.121790  0.369631  0.0000000E+00  8.4555712197E-01
 30  0.161578214395604E+07   75.886564  6.053994  4.688860  0.6220699E+00  0.3641246E+00  5.4157552E-04  2.2185584E-05  6.2187134E-03  1.7054545E-03  1.3221001E-06  2.7345044E-06  1.8564276E-03  3.6598278E-05  9.882E-06  0.7620  4.688860   -5.129  0.327309  7.651481  0.4740147E+00  0.5122977E+00  8.0457455E-05  2.2117678E-05  8.0998541E-03  1.7447542E-04  2.7492429E-07  7.7793668E-10  1.8287228E-03  3.2163840E-06  1.843E-05  5.944E-06  9.520E-06  9.980E-01  1.003E+00  8.06E+02  0.00E+00  6.26E+01  0.116313  0.372064  0.0000000E+00  8.1292425625E-01
 31  0.166595523828193E+07   75.510387  6.057009  4.689626  0.6129171E+00  0.3732880E+00  4.9785746E-04  2.2132299E-05  6.3929654E-03  1.5650363E-03  1.2311555E-06  2.4767025E-06  1.8546890E-03  3.3441178E-05  1.001E-05  0.7630  4.689626   -5.121  0.329555  7.652275  0.4656351E+00  0.5206776E+00  8.0570868E-05  2.2147809E-05  8.1034551E-03  1.7017789E-04  2.6790398E-07  7.4886694E-10  1.8271885E-03  3.2280201E-06  1.782E-05  5.719E-06  9.273E-06  9.981E-01  1.003E+00  8.04E+02  0.00E+00  6.05E+01  0.112699  0.374405  0.0000000E+00  7.8176690415E-01
 32  0.171604748961854E+07   75.127569  6.060146  4.690346  0.6037568E+00  0.3824581E+00  4.5854481E-04  2.2093087E-05  6.5506176E-03  1.4376626E-03  1.1474332E-06  2.2446503E-06  1.8529570E-03  3.0600638E-05  1.008E-05  0.7645  4.690346   -5.112  0.331732  7.653038  0.4572690E+00  0.5290440E+00  8.1081300E-05  2.2284919E-05  8.1058558E-03  1.6659219E-04  2.5977424E-07  7.5072011E-10  1.8256540E-03  3.2579069E-06  1.723E-05  5.449E-06  9.032E-06  9.983E-01  1.003E+00  8.02E+02  0.00E+00  5.75E+01  0.107442  0.376888  0.0000000E+00  7.5159570920E-01
 33  0.176490045834678E+07   74.746758  6.063158  4.690991  0.5946511E+00  0.3915726E+00  4.2339688E-04  2.2066635E-05  6.6923702E-03  1.3228572E-03  1.0709496E-06  2.0369580E-06  1.8512420E-03  2.8060032E-05  1.011E-05  0.7656  4.690991   -5.104  0.333978  7.653819  0.4488896E+00  0.5374237E+00  8.1124526E-05  2.2321473E-05  8.1094111E-03  1.6243302E-04  2.5229062E-07  5.9505966E-10  1.8241138E-03  3.2704510E-06  1.667E-05  5.169E-06  8.805E-06  9.984E-01  1.002E+00  7.99E+02  0.00E+00  5.49E+01  0.102870  0.379279  0.0000000E+00  7.2302303250E-01
 34  0.181242175198064E+07   74.369209  6.065887  4.691775  0.5854367E+00  0.4007952E+00  3.9127826E-04  2.2050780E-05  6.8225882E-03  1.2171574E-03  9.9967033E-07  1.8469538E-06  1.8495123E-03  2.5737639E-05  1.012E-05  0.7658  4.691775   -5.096  0.336302  7.654625  0.4405266E+00  0.5457870E+00  8.1405337E-05  2.2383898E-05  8.1128694E-03  1.5803618E-04  2.4498729E-07  6.2155928E-10  1.8225736E-03  3.2779054E-06  1.614E-05  4.909E-06  8.590E-06  9.986E-01  1.002E+00  7.97E+02  0.00E+00  5.20E+01  0.097761  0.381391  0.0000000E+00  6.9607216212E-01
 35  0.185941531495401E+07   73.989036  6.068604  4.692490  0.5762154E+00  0.4100239E+00  3.6214256E-04  2.2044346E-05  6.9413065E-03  1.1205867E-03  9.3381028E-07  1.6743959E-06  1.8477860E-03  2.3630199E-05  1.009E-05  0.7656  4.692490   -5.088  0.338654  7.655434  0.4321225E+00  0.5541914E+00  8.1603109E-05  2.2437443E-05  8.1161953E-03  1.5391232E-04  2.3770971E-07  5.5719568E-10  1.8210231E-03  3.2928180E-06  1.562E-05  4.662E-06  8.382E-06  9.987E-01  1.002E+00  7.95E+02  0.00E+00  4.93E+01  0.092938  0.383511  0.0000000E+00  6.7026839102E-01
 36  0.190633706249577E+07   73.602375  6.071461  4.693171  0.5669713E+00  0.4192748E+00  3.3570491E-04  2.2046759E-05  7.0495882E-03  1.0323131E-03  8.7292947E-07  1.5176134E-06  1.8460594E-03  2.1717147E-05  1.004E-05  0.7669  4.693171   -5.080  0.340876  7.656191  0.4237734E+00  0.5625408E+00  8.2299312E-05  2.2629940E-05  8.1179316E-03  1.5077025E-04  2.2977784E-07  5.4405430E-10  1.8194799E-03  3.3256590E-06  1.511E-05  4.409E-06  8.179E-06  9.988E-01  1.002E+00  7.93E+02  0.00E+00  4.66E+01  0.088082  0.385788  0.0000000E+00  6.4529802603E-01
 37  0.195284174129899E+07   73.211757  6.074226  4.693914  0.5578227E+00  0.4284295E+00  3.1197030E-04  2.2057247E-05  7.1473081E-03  9.5247375E-04  8.1725575E-07  1.3766593E-06  1.8443539E-03  1.9998903E-05  9.954E-06  0.7674  4.693914   -5.072  0.343327  7.657025  0.4153775E+00  0.5709369E+00  8.2563057E-05  2.2697139E-05  8.1202031E-03  1.4774481E-04  2.2442246E-07  5.3527125E-10  1.8179247E-03  3.3548528E-06  1.462E-05  4.185E-06  7.984E-06  9.990E-01  1.002E+00  7.91E+02  0.00E+00  4.43E+01  0.083890  0.388046  0.0000000E+00  6.2137488076E-01
 38  0.199842522206163E+07   72.821755  6.076903  4.694643  0.5489947E+00  0.4372630E+00  2.9118189E-04  2.2074645E-05  7.2333657E-03  8.8200110E-04  7.6756565E-07  1.2530083E-06  1.8427107E-03  1.8493153E-05  9.844E-06  0.7676  4.694643   -5.064  0.345787  7.657857  0.4069915E+00  0.5793230E+00  8.2671225E-05  2.2735761E-05  8.1226033E-03  1.4481445E-04  2.1941392E-07  5.2279952E-10  1.8163681E-03  3.3838748E-06  1.415E-05  3.979E-06  7.797E-06  9.991E-01  1.002E+00  7.89E+02  0.00E+00  4.21E+01  0.079963  0.390312  0.0000000E+00  5.9867973993E-01
 39  0.204410076092170E+07   72.423609  6.079768  4.695399  0.5397770E+00  0.4464859E+00  2.7154998E-04  2.2099889E-05  7.3151170E-03  8.1488923E-04  7.1969649E-07  1.1360316E-06  1.8409970E-03  1.7070489E-05  9.726E-06  0.7685  4.695399   -5.055  0.348279  7.658692  0.3986432E+00  0.5876714E+00  8.2904338E-05  2.2810865E-05  8.1241791E-03  1.4261432E-04  2.1492111E-07  5.1176612E-10  1.8148151E-03  3.4254571E-06  1.368E-05  3.792E-06  7.617E-06  9.991E-01  1.001E+00  7.87E+02  0.00E+00  4.02E+01  0.076573  0.392702  0.0000000E+00  5.7661760344E-01
 40  0.208787862585280E+07   72.034884  6.082264  4.696018  0.5304521E+00  0.4558156E+00  2.5357465E-04  2.2131254E-05  7.3904189E-03  7.5291808E-04  6.7499787E-07  1.0287352E-06  1.8392650E-03  1.5767684E-05  9.611E-06  0.7684  4.696018   -5.048  0.350861  7.659549  0.3902647E+00  0.5960500E+00  8.3001104E-05  2.2842176E-05  8.1266027E-03  1.3968139E-04  2.1003479E-07  5.0607146E-10  1.8132534E-03  3.4505518E-06  1.325E-05  3.568E-06  7.462E-06  9.992E-01  1.001E+00  7.85E+02  0.00E+00  3.79E+01  0.072320  0.394701  0.0000000E+00  5.5625140316E-01
