line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.115701185596222E+07   24.905149  4.902002  4.574188  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707544E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.432E-15  0.4963  4.574188   -7.046  0.635261  7.582696  0.6505480E+00  0.3356767E+00  5.5127435E-05  1.5059235E-05  7.5057604E-03  8.9361911E-04  2.7360258E-06  3.7606101E-09  1.8658140E-03  4.7863515E-07  1.743E-05  2.514E-05  3.147E-05  9.903E-01  1.011E+00  6.90E+02  0.00E+00  1.18E+02  0.253684  0.084717  0.0000000E+00  2.4207833929E-01
 10  0.128698175626946E+07   24.893305  4.907231  4.573589  0.7200000E+00  0.2659559E+00  2.2831520E-03  2.7707878E-05  6.5875811E-04  5.7184752E-03  2.2656015E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  1.145E-14  0.4942  4.573589   -7.035  0.634673  7.583354  0.6422491E+00  0.3439910E+00  5.6000404E-05  1.5296068E-05  7.6118419E-03  7.7128868E-04  2.3505393E-06  3.0928232E-09  1.8647451E-03  4.6231835E-07  1.723E-05  2.484E-05  3.124E-05  9.903E-01  1.011E+00  6.87E+02  0.00E+00  1.17E+02  0.254022  0.085784  0.0000000E+00  2.4121809874E-01
 11  0.141695165657670E+07   24.881166  4.912375  4.572959  0.7200000E+00  0.2659559E+00  2.2831509E-03  2.7708928E-05  6.5875845E-04  5.7184751E-03  2.2656025E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  6.442E-14  0.4924  4.572959   -7.024  0.634221  7.583945  0.6339118E+00  0.3523403E+00  5.6739935E-05  1.5500553E-05  7.6947304E-03  6.7560487E-04  2.0467614E-06  3.0580321E-09  1.8636808E-03  5.2738227E-07  1.691E-05  2.453E-05  3.100E-05  9.902E-01  1.011E+00  6.83E+02  0.00E+00  1.17E+02  0.254272  0.086848  0.0000000E+00  2.4033169597E-01
 12  0.154460066580702E+07   24.868942  4.917695  4.572374  0.7200000E+00  0.2659559E+00  2.2831475E-03  2.7711717E-05  6.5875976E-04  5.7184749E-03  2.2656063E-06  1.2899730E-05  1.8768898E-03  1.5180831E-04  2.728E-13  0.4905  4.572374   -7.013  0.633957  7.584695  0.6255630E+00  0.3606990E+00  5.7350739E-05  1.5665120E-05  7.7630380E-03  5.9675480E-04  1.7983786E-06  2.4146790E-09  1.8626194E-03  5.1831357E-07  1.653E-05  2.433E-05  3.077E-05  9.901E-01  1.011E+00  6.80E+02  0.00E+00  1.17E+02  0.256207  0.087962  0.0000000E+00  2.3943446562E-01
 13  0.166830416020658E+07   24.856801  4.922818  4.571659  0.7200000E+00  0.2659559E+00  2.2831391E-03  2.7717981E-05  6.5876379E-04  5.7184743E-03  2.2656179E-06  1.2899709E-05  1.8768898E-03  1.5180823E-04  8.922E-13  0.4884  4.571659   -7.003  0.633651  7.585213  0.6173682E+00  0.3689018E+00  5.8079268E-05  1.5867833E-05  7.8177088E-03  5.3325435E-04  1.5829849E-06  2.3271998E-09  1.8615805E-03  5.3367305E-07  1.610E-05  2.396E-05  3.053E-05  9.902E-01  1.011E+00  6.77E+02  0.00E+00  1.16E+02  0.255234  0.089049  0.0000000E+00  2.3853702036E-01
 14  0.179572108032921E+07   24.843975  4.928315  4.571053  0.7200000E+00  0.2659559E+00  2.2831192E-03  2.7731454E-05  6.5877509E-04  5.7184722E-03  2.2656503E-06  1.2899653E-05  1.8768898E-03  1.5180799E-04  2.538E-12  0.4870  4.571053   -6.992  0.633609  7.585973  0.6090873E+00  0.3771886E+00  5.8530266E-05  1.5992694E-05  7.8585175E-03  4.8600003E-04  1.4337086E-06  2.3071509E-09  1.8605347E-03  5.8999966E-07  1.559E-05  2.376E-05  3.029E-05  9.900E-01  1.011E+00  6.74E+02  0.00E+00  1.17E+02  0.257189  0.090230  0.0000000E+00  2.3758376318E-01
 15  0.191687159454417E+07   24.831466  4.933524  4.570371  0.7199999E+00  0.2659559E+00  2.2830816E-03  2.7754690E-05  6.5879924E-04  5.7184676E-03  2.2657188E-06  1.2899540E-05  1.8768898E-03  1.5180746E-04  5.813E-12  0.4852  4.570371   -6.981  0.633632  7.586634  0.6007995E+00  0.3854820E+00  5.8942484E-05  1.6104881E-05  7.8976890E-03  4.4067671E-04  1.2929406E-06  1.9815477E-09  1.8594842E-03  5.4994611E-07  1.513E-05  2.346E-05  3.006E-05  9.900E-01  1.011E+00  6.71E+02  0.00E+00  1.16E+02  0.257549  0.091365  0.0000000E+00  2.3664850136E-01
 16  0.203802210875913E+07   24.818646  4.938797  4.569716  0.7199999E+00  0.2659559E+00  2.2830115E-03  2.7794517E-05  6.5884881E-04  5.7184577E-03  2.2658575E-06  1.2899318E-05  1.8768898E-03  1.5180636E-04  1.205E-11  0.4831  4.569716   -6.970  0.633688  7.587387  0.5924284E+00  0.3938578E+00  5.9310954E-05  1.6202380E-05  7.9300209E-03  4.0322343E-04  1.1771673E-06  1.3315096E-09  1.8584224E-03  5.3703720E-07  1.464E-05  2.316E-05  2.984E-05  9.899E-01  1.011E+00  6.67E+02  0.00E+00  1.16E+02  0.257919  0.092528  0.0000000E+00  2.3568471962E-01
 17  0.215708382100487E+07   24.805729  4.944025  4.569035  0.7199998E+00  0.2659560E+00  2.2828963E-03  2.7855310E-05  6.5893685E-04  5.7184393E-03  2.2661000E-06  1.2898935E-05  1.8768898E-03  1.5180435E-04  2.220E-11  0.4815  4.569035   -6.959  0.633752  7.588153  0.5841224E+00  0.4021674E+00  5.9669502E-05  1.6304810E-05  7.9555717E-03  3.7350647E-04  1.0822498E-06  1.7153401E-09  1.8573672E-03  5.6967465E-07  1.414E-05  2.278E-05  2.963E-05  9.900E-01  1.012E+00  6.64E+02  0.00E+00  1.15E+02  0.256649  0.093698  0.0000000E+00  2.3470819154E-01
 18  0.227447449167524E+07   24.792684  4.949140  4.568313  0.7199996E+00  0.2659562E+00  2.2827069E-03  2.7948344E-05  6.5909109E-04  5.7184057E-03  2.2665169E-06  1.2898286E-05  1.8768897E-03  1.5180080E-04  3.862E-11  0.4798  4.568313   -6.949  0.633679  7.588884  0.5758609E+00  0.4104319E+00  6.0189749E-05  1.6450188E-05  7.9761357E-03  3.4921188E-04  9.9682772E-07  1.6682979E-09  1.8563150E-03  6.0459346E-07  1.363E-05  2.259E-05  2.940E-05  9.899E-01  1.012E+00  6.61E+02  0.00E+00  1.15E+02  0.258657  0.094858  0.0000000E+00  2.3371681769E-01
 19  0.238733747519711E+07   24.779838  4.954277  4.567580  0.7199993E+00  0.2659565E+00  2.2824177E-03  2.8081444E-05  6.5933984E-04  5.7183494E-03  2.2671761E-06  1.2897269E-05  1.8768897E-03  1.5179501E-04  6.310E-11  0.4782  4.567580   -6.939  0.634037  7.589636  0.5676374E+00  0.4186582E+00  6.0309354E-05  1.6480819E-05  7.9962024E-03  3.2614211E-04  9.3196620E-07  1.4537024E-09  1.8552634E-03  5.8805798E-07  1.316E-05  2.228E-05  2.919E-05  9.899E-01  1.012E+00  6.58E+02  0.00E+00  1.15E+02  0.258912  0.096036  0.0000000E+00  2.3273513367E-01
 20  0.250280151848315E+07   24.766381  4.959498  4.566775  0.7199988E+00  0.2659569E+00  2.2819813E-03  2.8270204E-05  6.5973363E-04  5.7182572E-03  2.2681968E-06  1.2895698E-05  1.8768896E-03  1.5178578E-04  9.864E-11  0.4762  4.566775   -6.928  0.634157  7.590378  0.5592794E+00  0.4270184E+00  6.0791349E-05  1.6615581E-05  8.0109282E-03  3.0856385E-04  8.6798957E-07  1.3860782E-09  1.8541922E-03  6.3084127E-07  1.266E-05  2.199E-05  2.895E-05  9.898E-01  1.012E+00  6.54E+02  0.00E+00  1.14E+02  0.259301  0.097250  0.0000000E+00  2.3169999367E-01
 21  0.261519470955413E+07   24.752959  4.964802  4.565949  0.7199981E+00  0.2659576E+00  2.2813776E-03  2.8516386E-05  6.6030223E-04  5.7181194E-03  2.2696361E-06  1.2893486E-05  1.8768894E-03  1.5177239E-04  1.458E-10  0.4743  4.565949   -6.918  0.634549  7.591150  0.5509266E+00  0.4353732E+00  6.1050830E-05  1.6685322E-05  8.0249592E-03  2.9214451E-04  8.1694882E-07  1.1374150E-09  1.8531170E-03  6.3436421E-07  1.219E-05  2.160E-05  2.874E-05  9.899E-01  1.012E+00  6.51E+02  0.00E+00  1.13E+02  0.257897  0.098499  0.0000000E+00  2.3066149230E-01
 22  0.272574538929608E+07   24.739435  4.970064  4.565090  0.7199970E+00  0.2659587E+00  2.2805647E-03  2.8830132E-05  6.6109774E-04  5.7179203E-03  2.2716002E-06  1.2890461E-05  1.8768892E-03  1.5175362E-04  2.066E-10  0.4726  4.565090   -6.907  0.634982  7.591910  0.5426506E+00  0.4436508E+00  6.1292916E-05  1.6754612E-05  8.0361157E-03  2.7902496E-04  7.7497113E-07  1.3330810E-09  1.8520478E-03  6.7346373E-07  1.173E-05  2.129E-05  2.852E-05  9.899E-01  1.012E+00  6.47E+02  0.00E+00  1.13E+02  0.258136  0.099754  0.0000000E+00  2.2960913387E-01
 23  0.283445355770899E+07   24.725815  4.975326  4.564238  0.7199955E+00  0.2659602E+00  2.2794915E-03  2.9223105E-05  6.6218537E-04  5.7176391E-03  2.2742155E-06  1.2886415E-05  1.8768888E-03  1.5172794E-04  2.840E-10  0.4711  4.564238   -6.897  0.635462  7.592697  0.5344421E+00  0.4518605E+00  6.1521351E-05  1.6817515E-05  8.0452107E-03  2.6828083E-04  7.4059467E-07  1.2431500E-09  1.8509829E-03  6.9740109E-07  1.127E-05  2.108E-05  2.830E-05  9.898E-01  1.012E+00  6.44E+02  0.00E+00  1.13E+02  0.260176  0.101025  0.0000000E+00  2.2854364715E-01
 24  0.294316172612191E+07   24.711863  4.980656  4.563360  0.7199933E+00  0.2659623E+00  2.2781431E-03  2.9692799E-05  6.6359716E-04  5.7172622E-03  2.2775171E-06  1.2881273E-05  1.8768883E-03  1.5169464E-04  3.765E-10  0.4694  4.563360   -6.886  0.635978  7.593501  0.5261202E+00  0.4601834E+00  6.1745148E-05  1.6879886E-05  8.0528574E-03  2.5919442E-04  7.1071392E-07  1.2591916E-09  1.8498984E-03  7.4154152E-07  1.083E-05  2.068E-05  2.808E-05  9.899E-01  1.012E+00  6.41E+02  0.00E+00  1.12E+02  0.258564  0.102330  0.0000000E+00  2.2744591803E-01
 25  0.305186989453483E+07   24.697570  4.986084  4.562430  0.7199902E+00  0.2659652E+00  2.2764006E-03  3.0270816E-05  6.6547913E-04  5.7167430E-03  2.2817890E-06  1.2874561E-05  1.8768877E-03  1.5165034E-04  4.926E-10  0.4680  4.562430   -6.876  0.636569  7.594336  0.5177991E+00  0.4685052E+00  6.1954230E-05  1.6939415E-05  8.0585657E-03  2.5233989E-04  6.8775570E-07  1.2817325E-09  1.8488088E-03  7.7783001E-07  1.039E-05  2.046E-05  2.785E-05  9.897E-01  1.012E+00  6.37E+02  0.00E+00  1.12E+02  0.260644  0.103677  0.0000000E+00  2.2631533132E-01
 26  0.315588205432343E+07   24.683565  4.991293  4.561460  0.7199861E+00  0.2659693E+00  2.2742905E-03  3.0938525E-05  6.6782692E-04  5.7160737E-03  2.2869533E-06  1.2866356E-05  1.8768868E-03  1.5159524E-04  6.299E-10  0.4661  4.561460   -6.866  0.637114  7.595127  0.5094995E+00  0.4768059E+00  6.2221319E-05  1.7011924E-05  8.0656036E-03  2.4387830E-04  6.5893543E-07  1.1473266E-09  1.8477162E-03  7.9188009E-07  9.994E-06  2.007E-05  2.763E-05  9.898E-01  1.012E+00  6.34E+02  0.00E+00  1.11E+02  0.259100  0.104987  0.0000000E+00  2.2520010741E-01
 27  0.326129466514822E+07   24.669038  4.996612  4.560434  0.7199803E+00  0.2659749E+00  2.2716535E-03  3.1735155E-05  6.7084687E-04  5.7151836E-03  2.2933779E-06  1.2856016E-05  1.8768856E-03  1.5152465E-04  7.974E-10  0.4645  4.560434   -6.856  0.637590  7.595883  0.5012351E+00  0.4850707E+00  6.2637217E-05  1.7127612E-05  8.0691737E-03  2.3912091E-04  6.3776974E-07  1.1357621E-09  1.8466234E-03  8.5689530E-07  9.587E-06  1.976E-05  2.740E-05  9.898E-01  1.012E+00  6.30E+02  0.00E+00  1.10E+02  0.259374  0.106344  0.0000000E+00  2.2403687349E-01
 28  0.336208326122701E+07   24.654821  5.001853  4.559390  0.7199728E+00  0.2659822E+00  2.2685736E-03  3.2623492E-05  6.7447631E-04  5.7140768E-03  2.3008274E-06  1.2843840E-05  1.8768841E-03  1.5144022E-04  9.904E-10  0.4628  4.559390   -6.846  0.638309  7.596711  0.4929527E+00  0.4933540E+00  6.2872878E-05  1.7191384E-05  8.0750639E-03  2.3201818E-04  6.1474393E-07  1.0167349E-09  1.8455224E-03  8.6344386E-07  9.222E-06  1.954E-05  2.719E-05  9.897E-01  1.012E+00  6.26E+02  0.00E+00  1.10E+02  0.261513  0.107696  0.0000000E+00  2.2289196997E-01
 29  0.346467743113012E+07   24.640016  5.007174  4.558339  0.7199630E+00  0.2659918E+00  2.2649816E-03  3.3613138E-05  6.7883036E-04  5.7127029E-03  2.3094313E-06  1.2829528E-05  1.8768822E-03  1.5133949E-04  1.209E-09  0.4610  4.558339   -6.836  0.638993  7.597565  0.4846539E+00  0.5016531E+00  6.2946021E-05  1.7214314E-05  8.0783871E-03  2.2810668E-04  6.0149681E-07  1.0847336E-09  1.8444138E-03  9.3090153E-07  8.849E-06  1.912E-05  2.697E-05  9.898E-01  1.012E+00  6.23E+02  0.00E+00  1.09E+02  0.259550  0.109089  0.0000000E+00  2.2169252278E-01
 30  0.356502406787072E+07   24.625197  5.012506  4.557223  0.7199504E+00  0.2660042E+00  2.2608519E-03  3.4700960E-05  6.8397517E-04  5.7110237E-03  2.3192046E-06  1.2812952E-05  1.8768797E-03  1.5122117E-04  1.457E-09  0.4593  4.557223   -6.826  0.639732  7.598411  0.4762937E+00  0.5100138E+00  6.3205906E-05  1.7284244E-05  8.0822979E-03  2.2322111E-04  5.8422491E-07  8.1964998E-10  1.8432910E-03  9.5735527E-07  8.503E-06  1.889E-05  2.675E-05  9.896E-01  1.012E+00  6.19E+02  0.00E+00  1.09E+02  0.261691  0.110502  0.0000000E+00  2.2048530593E-01
 31  0.366367526154888E+07   24.610296  5.017773  4.556071  0.7199345E+00  0.2660198E+00  2.2562187E-03  3.5869042E-05  6.8990322E-04  5.7090243E-03  2.3300161E-06  1.2794225E-05  1.8768767E-03  1.5108569E-04  1.730E-09  0.4577  4.556071   -6.816  0.640471  7.599253  0.4679946E+00  0.5183133E+00  6.3457060E-05  1.7357275E-05  8.0853985E-03  2.1926803E-04  5.6757655E-07  1.0143231E-09  1.8421704E-03  1.0142344E-06  8.170E-06  1.849E-05  2.653E-05  9.898E-01  1.012E+00  6.15E+02  0.00E+00  1.08E+02  0.259902  0.111917  0.0000000E+00  2.1926396710E-01
 32  0.376124669522736E+07   24.595226  5.023067  4.554835  0.7199153E+00  0.2660387E+00  2.2511758E-03  3.7087274E-05  6.9652379E-04  5.7067193E-03  2.3415979E-06  1.2773705E-05  1.8768731E-03  1.5093538E-04  2.018E-09  0.4562  4.554835   -6.807  0.641166  7.600084  0.4597219E+00  0.5265864E+00  6.3906771E-05  1.7482845E-05  8.0876176E-03  2.1599285E-04  5.5143172E-07  9.4120105E-10  1.8410473E-03  1.0603756E-06  7.851E-06  1.826E-05  2.630E-05  9.896E-01  1.012E+00  6.12E+02  0.00E+00  1.08E+02  0.262046  0.113358  0.0000000E+00  2.1802198740E-01
 33  0.385723275065214E+07   24.580071  5.028340  4.553618  0.7198910E+00  0.2660627E+00  2.2454369E-03  3.8416804E-05  7.0424950E-04  5.7039456E-03  2.3545472E-06  1.2750201E-05  1.8768686E-03  1.5076116E-04  2.346E-09  0.4544  4.553618   -6.797  0.642103  7.600975  0.4513745E+00  0.5349341E+00  6.3934803E-05  1.7490103E-05  8.0908209E-03  2.1229487E-04  5.4149532E-07  9.4954188E-10  1.8399082E-03  1.1092142E-06  7.550E-06  1.785E-05  2.609E-05  9.898E-01  1.012E+00  6.08E+02  0.00E+00  1.07E+02  0.260203  0.114812  0.0000000E+00  2.1676492466E-01
 34  0.395220378047592E+07   24.564748  5.033581  4.552374  0.7198603E+00  0.2660931E+00  2.2389388E-03  3.9860748E-05  7.1321710E-04  5.7006278E-03  2.3689247E-06  1.2723417E-05  1.8768630E-03  1.5056033E-04  2.719E-09  0.4529  4.552374   -6.788  0.642883  7.601834  0.4432037E+00  0.5431049E+00  6.4177864E-05  1.7558726E-05  8.0920367E-03  2.1050548E-04  5.3213597E-07  9.7349103E-10  1.8387867E-03  1.1839797E-06  7.256E-06  1.753E-05  2.587E-05  9.898E-01  1.012E+00  6.04E+02  0.00E+00  1.06E+02  0.260149  0.116276  0.0000000E+00  2.1548661741E-01
 35  0.404415235522271E+07   24.549591  5.038815  4.551056  0.7198246E+00  0.2661284E+00  2.2321263E-03  4.1313528E-05  7.2284901E-04  5.6969596E-03  2.3836798E-06  1.2695163E-05  1.8768567E-03  1.5034614E-04  3.100E-09  0.4512  4.551056   -6.778  0.643867  7.602713  0.4348852E+00  0.5514238E+00  6.4420752E-05  1.7625772E-05  8.0952312E-03  2.0646156E-04  5.1802392E-07  8.8329106E-10  1.8376393E-03  1.2135002E-06  6.990E-06  1.718E-05  2.567E-05  9.898E-01  1.012E+00  6.00E+02  0.00E+00  1.05E+02  0.260125  0.117756  0.0000000E+00  2.1421534261E-01
 36  0.413810133310307E+07   24.533773  5.044128  4.549695  0.7197790E+00  0.2661736E+00  2.2242683E-03  4.2921778E-05  7.3422877E-04  5.6925020E-03  2.4003089E-06  1.2662370E-05  1.8768487E-03  1.5009488E-04  3.541E-09  0.4495  4.549695   -6.769  0.644760  7.603607  0.4265277E+00  0.5597814E+00  6.4650616E-05  1.7690818E-05  8.0964596E-03  2.0467918E-04  5.0920432E-07  9.3114389E-10  1.8364797E-03  1.2934925E-06  6.720E-06  1.687E-05  2.544E-05  9.898E-01  1.012E+00  5.96E+02  0.00E+00  1.04E+02  0.260113  0.119279  0.0000000E+00  2.1288172805E-01
 37  0.422834313929717E+07   24.518257  5.049407  4.548285  0.7197253E+00  0.2662269E+00  2.2159023E-03  4.4565320E-05  7.4663310E-04  5.6875091E-03  2.4175760E-06  1.2627243E-05  1.8768394E-03  1.4982295E-04  4.008E-09  0.4480  4.548285   -6.760  0.645831  7.604510  0.4182268E+00  0.5680824E+00  6.4895929E-05  1.7758512E-05  8.0986728E-03  2.0174991E-04  4.9820156E-07  8.1449935E-10  1.8353219E-03  1.3358176E-06  6.475E-06  1.652E-05  2.523E-05  9.898E-01  1.012E+00  5.92E+02  0.00E+00  1.04E+02  0.259615  0.120810  0.0000000E+00  2.1156697120E-01
 38  0.431632774713562E+07   24.502822  5.054479  4.546856  0.7196629E+00  0.2662890E+00  2.2070770E-03  4.6230740E-05  7.6002073E-04  5.6819795E-03  2.4353172E-06  1.2589966E-05  1.8768288E-03  1.4953153E-04  4.494E-09  0.4461  4.546856   -6.752  0.646810  7.605403  0.4099998E+00  0.5763096E+00  6.5133198E-05  1.7825404E-05  8.1006818E-03  1.9906521E-04  4.8735414E-07  8.6208589E-10  1.8341684E-03  1.3992584E-06  6.243E-06  1.630E-05  2.502E-05  9.896E-01  1.012E+00  5.89E+02  0.00E+00  1.04E+02  0.261956  0.122302  0.0000000E+00  2.1025210444E-01
 39  0.440509021197416E+07   24.486939  5.059738  4.545343  0.7195888E+00  0.2663626E+00  2.1975537E-03  4.7957407E-05  7.7479394E-04  5.6757247E-03  2.4539336E-06  1.2549502E-05  1.8768163E-03  1.4921219E-04  5.008E-09  0.4443  4.545343   -6.743  0.647939  7.606312  0.4015915E+00  0.5847181E+00  6.5384407E-05  1.7895370E-05  8.1025840E-03  1.9647978E-04  4.7722880E-07  7.6753859E-10  1.8329832E-03  1.4520734E-06  6.017E-06  1.597E-05  2.481E-05  9.896E-01  1.012E+00  5.85E+02  0.00E+00  1.03E+02  0.261770  0.123867  0.0000000E+00  2.0889175472E-01
 40  0.449177150594783E+07   24.471122  5.064885  4.543773  0.7195041E+00  0.2664469E+00  2.1876191E-03  4.9689067E-05  7.9054260E-04  5.6688987E-03  2.4727947E-06  1.2507045E-05  1.8768023E-03  1.4887406E-04  5.534E-09  0.4427  4.543773   -6.735  0.648917  7.607212  0.3933326E+00  0.5929771E+00  6.5843136E-05  1.8025304E-05  8.1035298E-03  1.9463884E-04  4.6491159E-07  8.2486071E-10  1.8318127E-03  1.5257493E-06  5.802E-06  1.556E-05  2.460E-05  9.898E-01  1.012E+00  5.81E+02  0.00E+00  1.01E+02  0.259328  0.125419  0.0000000E+00  2.0752971601E-01
