line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.759297373683608E+06   39.586997  5.372328  4.633190  0.7200000E+00  0.2659559E+00  2.2831438E-03  2.7712647E-05  6.5876445E-04  5.7184736E-03  2.2656157E-06  1.2899712E-05  1.8768898E-03  1.5180819E-04  3.916E-12  0.6072  4.633190   -6.225  0.487266  7.606788  0.6499777E+00  0.3362580E+00  6.1493326E-05  1.6803822E-05  7.5688526E-03  8.1158643E-04  1.9717847E-06  4.6847880E-09  1.8635833E-03  1.2701266E-06  2.309E-05  2.068E-05  2.510E-05  9.907E-01  1.012E+00  7.60E+02  0.00E+00  1.27E+02  0.248858  0.157410  0.0000000E+00  5.4277148517E-01
 10  0.847716219721229E+06   39.533722  5.376626  4.632271  0.7200000E+00  0.2659559E+00  2.2831176E-03  2.7722948E-05  6.5879108E-04  5.7184664E-03  2.2656750E-06  1.2899603E-05  1.8768898E-03  1.5180752E-04  1.980E-11  0.6053  4.632271   -6.215  0.486962  7.607159  0.6416253E+00  0.3446245E+00  6.2380095E-05  1.7049480E-05  7.6659977E-03  6.9933955E-04  1.6906953E-06  4.2691154E-09  1.8623077E-03  1.2885172E-06  2.307E-05  2.034E-05  2.480E-05  9.907E-01  1.012E+00  7.56E+02  0.00E+00  1.26E+02  0.248266  0.159189  0.0000000E+00  5.3731670491E-01
 11  0.936718875868290E+06   39.478841  5.381044  4.631324  0.7199998E+00  0.2659560E+00  2.2830368E-03  2.7747123E-05  6.5888495E-04  5.7184397E-03  2.2658794E-06  1.2899237E-05  1.8768898E-03  1.5180510E-04  7.447E-11  0.6035  4.631324   -6.205  0.486940  7.607625  0.6331515E+00  0.3531095E+00  6.3108570E-05  1.7253734E-05  7.7442928E-03  6.0884673E-04  1.4641538E-06  3.7780938E-09  1.8610248E-03  1.3110740E-06  2.289E-05  2.018E-05  2.451E-05  9.905E-01  1.011E+00  7.52E+02  0.00E+00  1.27E+02  0.251255  0.161041  0.0000000E+00  5.3169047390E-01
 12  0.102353043929286E+07   39.424054  5.385381  4.630383  0.7199995E+00  0.2659563E+00  2.2828404E-03  2.7794377E-05  6.5913296E-04  5.7183647E-03  2.2664031E-06  1.2898303E-05  1.8768897E-03  1.5179862E-04  2.166E-10  0.6017  4.630383   -6.195  0.487020  7.608117  0.6248265E+00  0.3614433E+00  6.3761304E-05  1.7432285E-05  7.8055925E-03  5.3786435E-04  1.2860305E-06  3.6712945E-09  1.8597720E-03  1.3408366E-06  2.257E-05  1.982E-05  2.423E-05  9.905E-01  1.011E+00  7.48E+02  0.00E+00  1.26E+02  0.250587  0.162883  0.0000000E+00  5.2606695388E-01
 13  0.110955610339167E+07   39.368497  5.389744  4.629451  0.7199986E+00  0.2659572E+00  2.2824205E-03  2.7879251E-05  6.5969840E-04  5.7181820E-03  2.2675489E-06  1.2896244E-05  1.8768894E-03  1.5178367E-04  5.387E-10  0.6000  4.629451   -6.185  0.487280  7.608662  0.6164581E+00  0.3698190E+00  6.4150649E-05  1.7555059E-05  7.8564181E-03  4.7924317E-04  1.1404098E-06  2.4593059E-09  1.8585167E-03  1.3460832E-06  2.218E-05  1.947E-05  2.395E-05  9.906E-01  1.011E+00  7.44E+02  0.00E+00  1.25E+02  0.249944  0.164760  0.0000000E+00  5.2036078949E-01
 14  0.119523049557197E+07   39.311871  5.394123  4.628505  0.7199967E+00  0.2659590E+00  2.2816668E-03  2.8011027E-05  6.6077073E-04  5.7178111E-03  2.2696116E-06  1.2892471E-05  1.8768889E-03  1.5175509E-04  1.148E-09  0.5981  4.628505   -6.175  0.487554  7.609218  0.6081195E+00  0.3781633E+00  6.4893930E-05  1.7747562E-05  7.8959378E-03  4.3296323E-04  1.0167596E-06  2.9683144E-09  1.8572697E-03  1.3929114E-06  2.169E-05  1.913E-05  2.367E-05  9.906E-01  1.011E+00  7.40E+02  0.00E+00  1.24E+02  0.249186  0.166669  0.0000000E+00  5.1453322943E-01
 15  0.128139676975462E+07   39.253568  5.398563  4.627575  0.7199929E+00  0.2659629E+00  2.2803782E-03  2.8209827E-05  6.6270102E-04  5.7170959E-03  2.2730971E-06  1.2885921E-05  1.8768879E-03  1.5170343E-04  2.249E-09  0.5965  4.627575   -6.165  0.487945  7.609811  0.5996805E+00  0.3866069E+00  6.5183976E-05  1.7842095E-05  7.9285631E-03  3.9526084E-04  9.2276032E-07  2.4864664E-09  1.8560093E-03  1.4414708E-06  2.114E-05  1.874E-05  2.339E-05  9.907E-01  1.011E+00  7.36E+02  0.00E+00  1.23E+02  0.248059  0.168631  0.0000000E+00  5.0852864634E-01
 16  0.136642554935549E+07   39.194657  5.403041  4.626577  0.7199855E+00  0.2659701E+00  2.2783739E-03  2.8486617E-05  6.6585703E-04  5.7158446E-03  2.2783876E-06  1.2875611E-05  1.8768860E-03  1.5161897E-04  4.062E-09  0.5949  4.626577   -6.154  0.488299  7.610393  0.5912926E+00  0.3949985E+00  6.5916798E-05  1.8044696E-05  7.9541101E-03  3.6491705E-04  8.3622250E-07  2.6870321E-09  1.8547565E-03  1.4898846E-06  2.055E-05  1.825E-05  2.312E-05  9.910E-01  1.011E+00  7.31E+02  0.00E+00  1.20E+02  0.243937  0.170635  0.0000000E+00  5.0246283091E-01
 17  0.145040938547545E+07   39.135081  5.407481  4.625571  0.7199721E+00  0.2659834E+00  2.2753427E-03  2.8865165E-05  6.7087020E-04  5.7137227E-03  2.2861033E-06  1.2859868E-05  1.8768826E-03  1.5148532E-04  6.975E-09  0.5935  4.625571   -6.144  0.488869  7.611043  0.5829313E+00  0.4033628E+00  6.6429907E-05  1.8182704E-05  7.9750563E-03  3.4018063E-04  7.7493224E-07  2.4111516E-09  1.8535067E-03  1.5343019E-06  1.994E-05  1.808E-05  2.284E-05  9.908E-01  1.011E+00  7.27E+02  0.00E+00  1.21E+02  0.246464  0.172649  0.0000000E+00  4.9633664233E-01
 18  0.153370278712714E+07   39.074580  5.412020  4.624610  0.7199502E+00  0.2660052E+00  2.2712276E-03  2.9334240E-05  6.7800844E-04  5.7105135E-03  2.2961020E-06  1.2838324E-05  1.8768773E-03  1.5129631E-04  1.112E-08  0.5921  4.624610   -6.134  0.489693  7.611770  0.5746050E+00  0.4116914E+00  6.6311835E-05  1.8147437E-05  7.9925492E-03  3.2042600E-04  7.3373218E-07  2.6157899E-09  1.8522607E-03  1.5878091E-06  1.931E-05  1.748E-05  2.257E-05  9.912E-01  1.011E+00  7.23E+02  0.00E+00  1.17E+02  0.241045  0.174731  0.0000000E+00  4.9011783437E-01
 19  0.161645576925582E+07   39.013030  5.416538  4.623534  0.7199145E+00  0.2660408E+00  2.2656233E-03  2.9921789E-05  6.8818722E-04  5.7056796E-03  2.3089786E-06  1.2808786E-05  1.8768689E-03  1.5102932E-04  1.704E-08  0.5906  4.623534   -6.123  0.490306  7.612428  0.5662130E+00  0.4200854E+00  6.6755197E-05  1.8280301E-05  8.0071584E-03  3.0302152E-04  6.8290618E-07  2.3482832E-09  1.8510019E-03  1.6171883E-06  1.867E-05  1.730E-05  2.229E-05  9.910E-01  1.011E+00  7.19E+02  0.00E+00  1.18E+02  0.244004  0.176833  0.0000000E+00  4.8379231321E-01
 20  0.169803972672942E+07   38.950898  5.421031  4.622444  0.7198617E+00  0.2660935E+00  2.2586067E-03  3.0602790E-05  7.0149936E-04  5.6990413E-03  2.3240981E-06  1.2771589E-05  1.8768568E-03  1.5068403E-04  2.469E-08  0.5894  4.622444   -6.113  0.490960  7.613095  0.5578868E+00  0.4284132E+00  6.7404265E-05  1.8459270E-05  8.0185856E-03  2.8891327E-04  6.4217911E-07  2.0533635E-09  1.8497505E-03  1.6618942E-06  1.804E-05  1.685E-05  2.202E-05  9.913E-01  1.011E+00  7.15E+02  0.00E+00  1.15E+02  0.239634  0.178951  0.0000000E+00  4.7741328065E-01
 21  0.177963091450103E+07   38.887273  5.425628  4.621366  0.7197835E+00  0.2661716E+00  2.2497335E-03  3.1403904E-05  7.1904802E-04  5.6899007E-03  2.3418810E-06  1.2724310E-05  1.8768394E-03  1.5023452E-04  3.466E-08  0.5881  4.621366   -6.103  0.491889  7.613854  0.5494866E+00  0.4368148E+00  6.7374463E-05  1.8451796E-05  8.0291974E-03  2.7685924E-04  6.1396317E-07  2.1524513E-09  1.8484848E-03  1.7074361E-06  1.740E-05  1.641E-05  2.174E-05  9.915E-01  1.011E+00  7.11E+02  0.00E+00  1.13E+02  0.237522  0.181143  0.0000000E+00  4.7088810138E-01
 22  0.186180436526607E+07   38.821633  5.430217  4.620194  0.7196689E+00  0.2662863E+00  2.2385761E-03  3.2343118E-05  7.4202105E-04  5.6774512E-03  2.3624652E-06  1.2664582E-05  1.8768146E-03  1.4965408E-04  4.754E-08  0.5868  4.620194   -6.092  0.492523  7.614527  0.5410705E+00  0.4452319E+00  6.8155585E-05  1.8670428E-05  8.0356924E-03  2.6815370E-04  5.8288740E-07  2.0042379E-09  1.8472140E-03  1.7851616E-06  1.674E-05  1.611E-05  2.145E-05  9.915E-01  1.011E+00  7.06E+02  0.00E+00  1.12E+02  0.236936  0.183365  0.0000000E+00  4.6416349234E-01
 23  0.194043248293435E+07   38.757316  5.434713  4.619132  0.7195140E+00  0.2664414E+00  2.2255361E-03  3.3369284E-05  7.6991643E-04  5.6617906E-03  2.3844004E-06  1.2594478E-05  1.8767819E-03  1.4895931E-04  6.294E-08  0.5855  4.619132   -6.082  0.493609  7.615328  0.5327583E+00  0.4535451E+00  6.7904562E-05  1.8600361E-05  8.0447202E-03  2.5827268E-04  5.6482977E-07  2.0995308E-09  1.8459542E-03  1.8065567E-06  1.614E-05  1.565E-05  2.119E-05  9.917E-01  1.011E+00  7.02E+02  0.00E+00  1.11E+02  0.234195  0.185564  0.0000000E+00  4.5758066195E-01
 24  0.201983686426079E+07   38.690821  5.439275  4.617911  0.7193094E+00  0.2666464E+00  2.2105143E-03  3.4478026E-05  8.0321094E-04  5.6425125E-03  2.4072525E-06  1.2513407E-05  1.8767396E-03  1.4814189E-04  8.073E-08  0.5844  4.617911   -6.072  0.494298  7.616001  0.5243750E+00  0.4619293E+00  6.8837109E-05  1.8863188E-05  8.0499564E-03  2.5074913E-04  5.3486207E-07  1.7934620E-09  1.8446803E-03  1.8570222E-06  1.553E-05  1.536E-05  2.091E-05  9.918E-01  1.011E+00  6.98E+02  0.00E+00  1.10E+02  0.233601  0.187823  0.0000000E+00  4.5079382831E-01
 25  0.209898630870456E+07   38.622938  5.443911  4.616741  0.7190399E+00  0.2669164E+00  2.1931693E-03  3.5679669E-05  8.4297744E-04  5.6188359E-03  2.4308242E-06  1.2419456E-05  1.8766850E-03  1.4717968E-04  1.014E-07  0.5833  4.616741   -6.062  0.495433  7.616822  0.5159714E+00  0.4703334E+00  6.8853857E-05  1.8862738E-05  8.0554047E-03  2.4451079E-04  5.2286713E-07  1.7395438E-09  1.8433996E-03  1.9021755E-06  1.494E-05  1.510E-05  2.063E-05  9.917E-01  1.010E+00  6.93E+02  0.00E+00  1.10E+02  0.235052  0.190143  0.0000000E+00  4.4388867628E-01
 26  0.217763766137546E+07   38.553861  5.448570  4.615494  0.7187023E+00  0.2672548E+00  2.1740161E-03  3.6926087E-05  8.8831335E-04  5.5911612E-03  2.4537727E-06  1.2315355E-05  1.8766180E-03  1.4609843E-04  1.242E-07  0.5823  4.615494   -6.051  0.496347  7.617572  0.5076079E+00  0.4786974E+00  6.9292152E-05  1.8992722E-05  8.0589965E-03  2.3967992E-04  5.0209827E-07  1.7900310E-09  1.8421211E-03  1.9624135E-06  1.435E-05  1.456E-05  2.035E-05  9.921E-01  1.010E+00  6.89E+02  0.00E+00  1.06E+02  0.229347  0.192500  0.0000000E+00  4.3687357276E-01
 27  0.225487139157547E+07   38.484400  5.453114  4.614218  0.7182741E+00  0.2676842E+00  2.1524823E-03  3.8243483E-05  9.4082766E-04  5.5583849E-03  2.4761916E-06  1.2197935E-05  1.8765346E-03  1.4486350E-04  1.499E-07  0.5810  4.614218   -6.041  0.497220  7.618302  0.4992367E+00  0.4870692E+00  6.9968186E-05  1.9182544E-05  8.0625123E-03  2.3454378E-04  4.8350672E-07  1.5553836E-09  1.8408370E-03  2.0047288E-06  1.380E-05  1.434E-05  2.008E-05  9.920E-01  1.010E+00  6.84E+02  0.00E+00  1.06E+02  0.231165  0.194827  0.0000000E+00  4.2984723557E-01
 28  0.233103713470223E+07   38.414278  5.457717  4.612955  0.7177481E+00  0.2682115E+00  2.1289377E-03  3.9597474E-05  9.9988061E-04  5.5207851E-03  2.4970851E-06  1.2069152E-05  1.8764339E-03  1.4349371E-04  1.779E-07  0.5797  4.612955   -6.031  0.498176  7.619050  0.4908522E+00  0.4954542E+00  7.0434318E-05  1.9325078E-05  8.0663697E-03  2.2935642E-04  4.6344839E-07  1.4933136E-09  1.8395466E-03  2.0382642E-06  1.327E-05  1.385E-05  1.980E-05  9.923E-01  1.010E+00  6.80E+02  0.00E+00  1.03E+02  0.226107  0.197202  0.0000000E+00  4.2278800844E-01
 29  0.240662900356600E+07   38.343036  5.462302  4.611703  0.7171158E+00  0.2688455E+00  2.1036043E-03  4.0967285E-05  1.0651010E-03  5.4785144E-03  2.5158175E-06  1.1930175E-05  1.8763147E-03  1.4200057E-04  2.077E-07  0.5787  4.611703   -6.021  0.499411  7.619892  0.4825020E+00  0.5038047E+00  7.0659609E-05  1.9379383E-05  8.0696174E-03  2.2528532E-04  4.5457122E-07  1.3949772E-09  1.8382573E-03  2.0809245E-06  1.276E-05  1.355E-05  1.954E-05  9.923E-01  1.010E+00  6.75E+02  0.00E+00  1.03E+02  0.226247  0.199592  0.0000000E+00  4.1566517956E-01
 30  0.248266446440559E+07   38.269682  5.467000  4.610452  0.7163520E+00  0.2696114E+00  2.0761293E-03  4.2362678E-05  1.1375999E-03  5.4307643E-03  2.5321752E-06  1.1779019E-05  1.8761729E-03  1.4036173E-04  2.395E-07  0.5776  4.610452   -6.010  0.500685  7.620754  0.4741026E+00  0.5122042E+00  7.0651009E-05  1.9375428E-05  8.0720303E-03  2.2254910E-04  4.4785493E-07  1.6906900E-09  1.8369561E-03  2.1430192E-06  1.225E-05  1.312E-05  1.927E-05  9.925E-01  1.009E+00  6.71E+02  0.00E+00  1.01E+02  0.223341  0.202059  0.0000000E+00  4.0838472763E-01
 31  0.255749009000878E+07   38.195765  5.471670  4.609169  0.7154629E+00  0.2705029E+00  2.0472843E-03  4.3738309E-05  1.2154728E-03  5.3787331E-03  2.5453873E-06  1.1619890E-05  1.8760102E-03  1.3862241E-04  2.722E-07  0.5767  4.609169   -6.000  0.501944  7.621603  0.4657642E+00  0.5205428E+00  7.0977127E-05  1.9464333E-05  8.0739653E-03  2.1979989E-04  4.4058059E-07  1.4125903E-09  1.8356597E-03  2.1799174E-06  1.177E-05  1.273E-05  1.900E-05  9.927E-01  1.009E+00  6.66E+02  0.00E+00  9.87E+01  0.220421  0.204533  0.0000000E+00  4.0110203032E-01
 32  0.263151268098074E+07   38.120903  5.476347  4.607873  0.7144253E+00  0.2715432E+00  2.0168053E-03  4.5102249E-05  1.2995224E-03  5.3218477E-03  2.5553613E-06  1.1451304E-05  1.8758227E-03  1.3676628E-04  3.061E-07  0.5757  4.607873   -5.990  0.503289  7.622478  0.4573703E+00  0.5289368E+00  7.0994009E-05  1.9473790E-05  8.0766226E-03  2.1673553E-04  4.3243433E-07  1.4535579E-09  1.8343499E-03  2.2201021E-06  1.132E-05  1.230E-05  1.874E-05  9.929E-01  1.009E+00  6.62E+02  0.00E+00  9.65E+01  0.217124  0.207029  0.0000000E+00  3.9379575079E-01
 33  0.270435813158312E+07   38.045497  5.481025  4.606496  0.7132391E+00  0.2727324E+00  1.9851405E-03  4.6430714E-05  1.3885789E-03  5.2608736E-03  2.5617959E-06  1.1275713E-05  1.8756109E-03  1.3482043E-04  3.405E-07  0.5747  4.606496   -5.980  0.504497  7.623298  0.4490238E+00  0.5372836E+00  7.1517669E-05  1.9624864E-05  8.0784785E-03  2.1374279E-04  4.1865645E-07  1.3566910E-09  1.8330428E-03  2.2541726E-06  1.089E-05  1.190E-05  1.847E-05  9.931E-01  1.009E+00  6.57E+02  0.00E+00  9.45E+01  0.214094  0.209540  0.0000000E+00  3.8651455542E-01
 34  0.277746948875273E+07   37.968046  5.485634  4.605135  0.7118466E+00  0.2741284E+00  1.9512719E-03  4.7760376E-05  1.4856090E-03  5.1937400E-03  2.5646624E-06  1.1087434E-05  1.8753651E-03  1.3272167E-04  3.768E-07  0.5736  4.605135   -5.970  0.505782  7.624161  0.4406125E+00  0.5456950E+00  7.1949366E-05  1.9742755E-05  8.0799104E-03  2.1139223E-04  4.1088666E-07  1.3266569E-09  1.8317210E-03  2.3024830E-06  1.047E-05  1.150E-05  1.821E-05  9.933E-01  1.008E+00  6.53E+02  0.00E+00  9.23E+01  0.210596  0.212035  0.0000000E+00  3.7911129339E-01
 35  0.284894869079685E+07   37.890553  5.490316  4.603767  0.7103042E+00  0.2756745E+00  1.9169753E-03  4.9018704E-05  1.5855598E-03  5.1239308E-03  2.5637340E-06  1.0896317E-05  1.8750955E-03  1.3058004E-04  4.122E-07  0.5726  4.603767   -5.960  0.507205  7.625049  0.4322219E+00  0.5540857E+00  7.2194493E-05  1.9814515E-05  8.0821190E-03  2.0846212E-04  4.0063619E-07  1.3064084E-09  1.8303979E-03  2.3339543E-06  1.008E-05  1.101E-05  1.795E-05  9.937E-01  1.008E+00  6.48E+02  0.00E+00  8.89E+01  0.204289  0.214578  0.0000000E+00  3.7177771904E-01
 36  0.292128671594252E+07   37.810293  5.495139  4.602437  0.7085291E+00  0.2774538E+00  1.8807671E-03  5.0258595E-05  1.6927595E-03  5.0484232E-03  2.5589660E-06  1.0694078E-05  1.8747882E-03  1.2830314E-04  4.485E-07  0.5720  4.602437   -5.950  0.508720  7.625978  0.4238671E+00  0.5624404E+00  7.2369949E-05  1.9861833E-05  8.0827146E-03  2.0749168E-04  3.9731524E-07  1.3173284E-09  1.8290756E-03  2.3984025E-06  9.692E-06  1.058E-05  1.769E-05  9.940E-01  1.008E+00  6.44E+02  0.00E+00  8.64E+01  0.200101  0.217210  0.0000000E+00  3.6428775669E-01
 37  0.299200463030226E+07   37.729939  5.499857  4.601231  0.7066038E+00  0.2793835E+00  1.8446424E-03  5.1410961E-05  1.8012874E-03  4.9713944E-03  2.5506593E-06  1.0491849E-05  1.8744578E-03  1.2601677E-04  4.830E-07  0.5710  4.601231   -5.940  0.510673  7.627046  0.4154612E+00  0.5708462E+00  7.1602358E-05  1.9641407E-05  8.0856150E-03  2.0546263E-04  4.0552633E-07  1.5473309E-09  1.8277394E-03  2.4217874E-06  9.335E-06  1.018E-05  1.745E-05  9.941E-01  1.007E+00  6.40E+02  0.00E+00  8.52E+01  0.198574  0.219802  0.0000000E+00  3.5694319347E-01
 38  0.306067896103292E+07   37.650076  5.504554  4.599865  0.7046154E+00  0.2813762E+00  1.8101469E-03  5.2436236E-05  1.9062908E-03  4.8963671E-03  2.5396493E-06  1.0298328E-05  1.8741191E-03  1.2382086E-04  5.134E-07  0.5701  4.599865   -5.929  0.512408  7.628034  0.4071048E+00  0.5792027E+00  7.1450276E-05  1.9599099E-05  8.0881003E-03  2.0287928E-04  4.0169331E-07  1.5043226E-09  1.8264048E-03  2.4320333E-06  9.005E-06  9.608E-06  1.721E-05  9.946E-01  1.007E+00  6.35E+02  0.00E+00  8.07E+01  0.189547  0.222404  0.0000000E+00  3.4985190886E-01
 39  0.312780051241582E+07   37.570260  5.509068  4.598339  0.7024329E+00  0.2835632E+00  1.7749818E-03  5.3409950E-05  2.0146082E-03  4.8185145E-03  2.5255697E-06  1.0100652E-05  1.8737499E-03  1.2157066E-04  5.436E-07  0.5689  4.598339   -5.920  0.513762  7.628888  0.3987102E+00  0.5875977E+00  7.2326706E-05  1.9846493E-05  8.0897336E-03  1.9955358E-04  3.8584603E-07  1.4048344E-09  1.8250595E-03  2.4517220E-06  8.697E-06  9.398E-06  1.696E-05  9.946E-01  1.007E+00  6.31E+02  0.00E+00  8.06E+01  0.190618  0.224917  0.0000000E+00  3.4286497984E-01
 40  0.319455230629146E+07   37.489112  5.513708  4.596954  0.7000759E+00  0.2859250E+00  1.7396729E-03  5.4317467E-05  2.1245935E-03  4.7390309E-03  2.5087006E-06  9.9017688E-06  1.8733537E-03  1.1930015E-04  5.723E-07  0.5678  4.596954   -5.910  0.515562  7.629887  0.3903554E+00  0.5959525E+00  7.2229171E-05  1.9821371E-05  8.0921053E-03  1.9700770E-04  3.8065295E-07  1.4644952E-09  1.8237158E-03  2.4839444E-06  8.400E-06  8.875E-06  1.673E-05  9.950E-01  1.007E+00  6.26E+02  0.00E+00  7.63E+01  0.181994  0.227509  0.0000000E+00  3.3586622821E-01
