line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

 88  0.308292630546646E+07   65.481990  6.350407  4.441532  0.1059646E+00  0.8803476E+00  9.7718625E-05  2.6940100E-05  8.1416108E-03  9.7959355E-05  1.2458561E-07  2.6597969E-10  1.7500611E-03  8.6608888E-06  4.553E-06  0.8085  4.683452   -4.394  0.632515  7.770097  0.1380491E-01  0.9725082E+00  1.1441732E-04  3.1678710E-05  8.1265493E-03  8.7092762E-05  1.1006550E-07  2.0398123E-10  1.7292265E-03  1.6510674E-05  4.520E-06  1.705E-07  2.622E-06  1.000E+00  1.000E+00  5.34E+02  0.00E+00  3.68E+00  0.010328  0.581774  0.0000000E+00  1.1161747856E-01
 89  0.308437830598352E+07   65.423384  6.350472  4.441529  0.1055877E+00  0.8807246E+00  9.7750382E-05  2.6949106E-05  8.1415908E-03  9.7928753E-05  1.2452283E-07  2.6585083E-10  1.7499782E-03  8.6765104E-06  4.546E-06  0.8083  4.683583   -4.394  0.636295  7.771308  0.1319110E-01  0.9731221E+00  1.1515286E-04  3.1889968E-05  8.1255990E-03  8.6938137E-05  1.1016632E-07  2.0219009E-10  1.7290842E-03  1.6663884E-05  4.514E-06  1.667E-07  2.634E-06  1.000E+00  1.000E+00  5.35E+02  0.00E+00  3.73E+00  0.010446  0.582180  0.0000000E+00  1.1132868147E-01
 90  0.308587374761528E+07   65.362954  6.350551  4.441504  0.1052231E+00  0.8810892E+00  9.7781224E-05  2.6957854E-05  8.1415715E-03  9.7899090E-05  1.2446207E-07  2.6572574E-10  1.7498979E-03  8.6916902E-06  4.540E-06  0.8083  4.683703   -4.393  0.640496  7.772655  0.1255899E-01  0.9737542E+00  1.1519232E-04  3.1928947E-05  8.1256537E-03  8.6774839E-05  1.1007029E-07  2.0239336E-10  1.7289379E-03  1.6825314E-05  4.507E-06  1.320E-07  2.648E-06  1.000E+00  1.000E+00  5.18E+02  0.00E+00  3.00E+00  0.008666  0.582635  0.0000000E+00  1.1104314545E-01
 91  0.308735186092576E+07   65.303145  6.350633  4.441629  0.1048168E+00  0.8814955E+00  9.7815734E-05  2.6967643E-05  8.1415497E-03  9.7865962E-05  1.2439432E-07  2.6558581E-10  1.7498085E-03  8.7086846E-06  4.533E-06  0.8081  4.683992   -4.393  0.644890  7.774069  0.1193401E-01  0.9743792E+00  1.1548244E-04  3.2008590E-05  8.1253748E-03  8.6608843E-05  1.1004881E-07  2.0110815E-10  1.7287935E-03  1.6990057E-05  4.500E-06  2.003E-07  2.663E-06  1.000E+00  1.000E+00  5.47E+02  0.00E+00  4.36E+00  0.011956  0.583063  0.0000000E+00  1.1075118002E-01
 92  0.308885232612753E+07   65.242368  6.350712  4.441702  0.1044401E+00  0.8818722E+00  9.7847858E-05  2.6976755E-05  8.1415294E-03  9.7835186E-05  1.2433148E-07  2.6545562E-10  1.7497256E-03  8.7245119E-06  4.526E-06  0.8083  4.684233   -4.392  0.649423  7.775527  0.1129899E-01  0.9750145E+00  1.1670737E-04  3.2326348E-05  8.1237558E-03  8.6434951E-05  1.1036814E-07  1.9714284E-10  1.7286471E-03  1.7164966E-05  4.494E-06  1.845E-07  2.679E-06  1.000E+00  1.000E+00  5.39E+02  0.00E+00  3.94E+00  0.010957  0.583513  0.0000000E+00  1.1044899877E-01
 93  0.309032275600179E+07   65.182737  6.350808  4.441825  0.1040632E+00  0.8822491E+00  9.7880129E-05  2.6985911E-05  8.1415089E-03  9.7804326E-05  1.2426856E-07  2.6532487E-10  1.7496425E-03  8.7404205E-06  4.520E-06  0.8083  4.684537   -4.392  0.654160  7.777056  0.1067648E-01  0.9756370E+00  1.1692108E-04  3.2418499E-05  8.1235607E-03  8.6259455E-05  1.1031718E-07  1.9727691E-10  1.7285040E-03  1.7341048E-05  4.487E-06  1.253E-07  2.696E-06  1.000E+00  1.000E+00  5.15E+02  0.00E+00  2.86E+00  0.008330  0.583979  0.0000000E+00  1.1016632416E-01
 94  0.309183307911946E+07   65.121440  6.350898  4.442111  0.1036548E+00  0.8826575E+00  9.7915244E-05  2.6995874E-05  8.1414866E-03  9.7770815E-05  1.2420036E-07  2.6518265E-10  1.7495526E-03  8.7577406E-06  4.513E-06  0.8080  4.685026   -4.391  0.659390  7.778747  0.1003843E-01  0.9762752E+00  1.1757705E-04  3.2579223E-05  8.1227851E-03  8.6073685E-05  1.1046153E-07  1.9422564E-10  1.7283577E-03  1.7528026E-05  4.480E-06  1.586E-07  2.714E-06  1.000E+00  1.000E+00  5.29E+02  0.00E+00  3.43E+00  0.009733  0.584433  0.0000000E+00  1.0986600452E-01
 95  0.309331373462248E+07   65.061296  6.351009  4.442321  0.1032742E+00  0.8830380E+00  9.7948109E-05  2.7005200E-05  8.1414657E-03  9.7739516E-05  1.2413677E-07  2.6504961E-10  1.7494687E-03  8.7739596E-06  4.507E-06  0.8087  4.685439   -4.391  0.664648  7.780447  0.9411452E-02  0.9769023E+00  1.1847040E-04  3.2849538E-05  8.1216168E-03  8.5884751E-05  1.1071198E-07  1.9264246E-10  1.7282146E-03  1.7719994E-05  4.474E-06  1.035E-07  2.733E-06  1.000E+00  1.000E+00  5.04E+02  0.00E+00  2.45E+00  0.007293  0.584921  0.0000000E+00  1.0957552050E-01
 96  0.309481333552071E+07   65.000335  6.351122  4.442727  0.1028740E+00  0.8834382E+00  9.7982814E-05  2.7015049E-05  8.1414435E-03  9.7706532E-05  1.2406986E-07  2.6490917E-10  1.7493806E-03  8.7910954E-06  4.500E-06  0.8090  4.686089   -4.391  0.670566  7.782368  0.8777840E-02  0.9775360E+00  1.1872268E-04  3.2924930E-05  8.1214143E-03  8.5687226E-05  1.1068045E-07  1.9148335E-10  1.7280707E-03  1.7919210E-05  4.467E-06  1.498E-07  2.755E-06  1.000E+00  1.000E+00  5.26E+02  0.00E+00  3.28E+00  0.009353  0.585410  0.0000000E+00  1.0929428696E-01
 97  0.309625677959974E+07   64.941643  6.351218  4.443190  0.1025136E+00  0.8837986E+00  9.8014200E-05  2.7023957E-05  8.1414234E-03  9.7676762E-05  1.2400958E-07  2.6478221E-10  1.7493011E-03  8.8066008E-06  4.494E-06  0.8096  4.686796   -4.391  0.676469  7.784286  0.8168851E-02  0.9781452E+00  1.2017867E-04  3.3303875E-05  8.1194802E-03  8.5489828E-05  1.1130019E-07  1.8641102E-10  1.7279335E-03  1.8120864E-05  4.461E-06  1.405E-07  2.777E-06  1.000E+00  1.000E+00  5.22E+02  0.00E+00  3.09E+00  0.008879  0.585878  0.0000000E+00  1.0900158350E-01
 98  0.309777889097765E+07   64.879741  6.351362  4.443765  0.1021025E+00  0.8842097E+00  9.8050156E-05  2.7034163E-05  8.1414003E-03  9.7642727E-05  1.2394077E-07  2.6463682E-10  1.7492105E-03  8.8243725E-06  4.487E-06  0.8103  4.687654   -4.391  0.683341  7.786523  0.7529278E-02  0.9787848E+00  1.2036367E-04  3.3388993E-05  8.1193613E-03  8.5274233E-05  1.1122054E-07  1.8665870E-10  1.7277910E-03  1.8339440E-05  4.454E-06  1.352E-07  2.803E-06  1.000E+00  1.000E+00  5.21E+02  0.00E+00  3.02E+00  0.008682  0.586411  0.0000000E+00  1.0871465060E-01
 99  0.309929312501405E+07   64.818164  6.351508  4.444493  0.1017137E+00  0.8845985E+00  9.8084313E-05  2.7043859E-05  8.1413783E-03  9.7610461E-05  1.2387566E-07  2.6449876E-10  1.7491247E-03  8.8412637E-06  4.480E-06  0.8109  4.688719   -4.391  0.690851  7.788974  0.6895597E-02  0.9794185E+00  1.2053007E-04  3.3447525E-05  8.1192986E-03  8.5051880E-05  1.1118639E-07  1.8601498E-10  1.7276522E-03  1.8562025E-05  4.447E-06  1.771E-07  2.833E-06  1.000E+00  1.000E+00  5.36E+02  0.00E+00  3.63E+00  0.010159  0.586959  0.0000000E+00  1.0842230886E-01
100  0.310077260912593E+07   64.758023  6.351665  4.445246  0.1013361E+00  0.8849761E+00  9.8117611E-05  2.7053313E-05  8.1413568E-03  9.7579069E-05  1.2381241E-07  2.6436423E-10  1.7490414E-03  8.8577385E-06  4.474E-06  0.8117  4.689786   -4.391  0.698761  7.791568  0.6277421E-02  0.9800368E+00  1.2123578E-04  3.3648755E-05  8.1184575E-03  8.4824482E-05  1.1144388E-07  1.8374273E-10  1.7275197E-03  1.8792013E-05  4.441E-06  1.477E-07  2.864E-06  1.000E+00  1.000E+00  5.28E+02  0.00E+00  3.22E+00  0.009156  0.587515  0.0000000E+00  1.0813807497E-01
101  0.310228960128572E+07   64.696394  6.351858  4.446163  0.1009502E+00  0.8853620E+00  9.8151794E-05  2.7063019E-05  8.1413347E-03  9.7546907E-05  1.2374773E-07  2.6422617E-10  1.7489563E-03  8.8746588E-06  4.467E-06  0.8122  4.691076   -4.391  0.707786  7.794523  0.5641767E-02  0.9806727E+00  1.2215105E-04  3.3903139E-05  8.1173307E-03  8.4578687E-05  1.1185874E-07  1.8068702E-10  1.7273879E-03  1.9040718E-05  4.434E-06  1.639E-07  2.901E-06  1.000E+00  1.000E+00  5.35E+02  0.00E+00  3.51E+00  0.009837  0.588131  0.0000000E+00  1.0784026583E-01
102  0.310378454454793E+07   64.635723  6.352063  4.447293  0.1005602E+00  0.8857520E+00  9.8186485E-05  2.7072869E-05  8.1413121E-03  9.7514334E-05  1.2368232E-07  2.6408612E-10  1.7488702E-03  8.8918385E-06  4.461E-06  0.8134  4.692602   -4.392  0.717564  7.797730  0.5019904E-02  0.9812949E+00  1.2405838E-04  3.4407541E-05  8.1147852E-03  8.4323454E-05  1.1302567E-07  1.7398189E-10  1.7272649E-03  1.9299763E-05  4.428E-06  1.746E-07  2.941E-06  1.000E+00  1.000E+00  5.39E+02  0.00E+00  3.64E+00  0.010110  0.588752  0.0000000E+00  1.0754647297E-01
103  0.310533371034284E+07   64.572966  6.352279  4.448776  0.1002172E+00  0.8860950E+00  9.8217104E-05  2.7081565E-05  8.1412922E-03  9.7485634E-05  1.2362478E-07  2.6396255E-10  1.7487945E-03  8.9070077E-06  4.454E-06  0.8152  4.694532   -4.393  0.729219  7.801562  0.4373555E-02  0.9819414E+00  1.2511363E-04  3.4735664E-05  8.1134468E-03  8.4041726E-05  1.1365824E-07  1.7223700E-10  1.7271458E-03  1.9582161E-05  4.421E-06  1.609E-07  2.992E-06  1.000E+00  1.000E+00  5.35E+02  0.00E+00  3.37E+00  0.009441  0.589432  0.0000000E+00  1.0717598680E-01
104  0.310684567416044E+07   64.511885  6.352547  4.450591  0.9983174E-01  0.8864805E+00  9.8251638E-05  2.7091373E-05  8.1412697E-03  9.7453320E-05  1.2356008E-07  2.6382322E-10  1.7487094E-03  8.9241234E-06  4.447E-06  0.8167  4.696833   -4.394  0.742283  7.805866  0.3749011E-02  0.9825663E+00  1.2696808E-04  3.5240253E-05  8.1109957E-03  8.3748634E-05  1.1508075E-07  1.6594501E-10  1.7270433E-03  1.9873585E-05  4.414E-06  1.037E-07  3.050E-06  1.000E+00  1.000E+00  5.10E+02  0.00E+00  2.33E+00  0.006850  0.590148  0.0000000E+00  1.0698064867E-01
105  0.310833441945259E+07   64.451994  6.352849  4.452851  0.9940609E-01  0.8869061E+00  9.8289936E-05  2.7102251E-05  8.1412446E-03  9.7417557E-05  1.2348861E-07  2.6366878E-10  1.7486154E-03  8.9431128E-06  4.441E-06  0.8188  4.699614   -4.396  0.757479  7.810881  0.3136732E-02  0.9831789E+00  1.2895006E-04  3.5777881E-05  8.1083760E-03  8.3437397E-05  1.1685465E-07  1.5876844E-10  1.7269601E-03  2.0178573E-05  4.408E-06  1.787E-07  3.119E-06  1.000E+00  1.000E+00  5.44E+02  0.00E+00  3.55E+00  0.009782  0.590879  0.0000000E+00  1.0674554710E-01
106  0.310996918054244E+07   64.386587  6.353252  4.455789  0.9911953E-01  0.8871927E+00  9.8315805E-05  2.7109599E-05  8.1412277E-03  9.7393440E-05  1.2344047E-07  2.6356449E-10  1.7485521E-03  8.9559438E-06  4.434E-06  0.8213  4.703158   -4.399  0.777098  7.817366  0.2495715E-02  0.9838203E+00  1.3086058E-04  3.6319933E-05  8.1058794E-03  8.3074759E-05  1.1884514E-07  1.5315207E-10  1.7269042E-03  2.0525733E-05  4.401E-06  1.629E-07  3.212E-06  1.000E+00  1.000E+00  5.41E+02  0.00E+00  3.27E+00  0.009066  0.591873  0.0000000E+00  1.0647468706E-01
107  0.311163192886867E+07   64.320667  6.353782  4.460244  0.9888319E-01  0.8874290E+00  9.8337189E-05  2.7115674E-05  8.1412137E-03  9.7373525E-05  1.2340076E-07  2.6347830E-10  1.7484999E-03  8.9665530E-06  4.427E-06  0.8243  4.708336   -4.404  0.801940  7.825593  0.1873880E-02  0.9844424E+00  1.3239745E-04  3.6777622E-05  8.1039400E-03  8.2677265E-05  1.2070303E-07  1.4967876E-10  1.7268995E-03  2.0894864E-05  4.395E-06  1.915E-07  3.333E-06  1.000E+00  1.000E+00  5.56E+02  0.00E+00  3.68E+00  0.009928  0.593077  0.0000000E+00  1.0619336293E-01
108  0.311340077997168E+07   64.251656  6.354580  4.467191  0.9864541E-01  0.8876668E+00  9.8358756E-05  2.7121801E-05  8.1411995E-03  9.7353464E-05  1.2336080E-07  2.6339139E-10  1.7484474E-03  8.9772553E-06  4.419E-06  0.8279  4.716067   -4.414  0.836922  7.837197  0.1240362E-02  0.9850767E+00  1.3613922E-04  3.7804042E-05  8.0988822E-03  8.2201867E-05  1.2602796E-07  1.3701314E-10  1.7269917E-03  2.1325537E-05  4.387E-06  1.724E-07  3.514E-06  1.000E+00  1.000E+00  5.55E+02  0.00E+00  3.29E+00  0.008884  0.594677  0.0000000E+00  1.0590079798E-01
109  0.311531686991849E+07   64.179034  6.356053  4.478974  0.9833183E-01  0.8879803E+00  9.8387249E-05  2.7129896E-05  8.1411808E-03  9.7326983E-05  1.2330809E-07  2.6327659E-10  1.7483781E-03  8.9913976E-06  4.411E-06  0.8320  4.728488   -4.431  0.894337  7.856270  0.6272638E-03  0.9856907E+00  1.4107464E-04  3.9178110E-05  8.0921500E-03  8.1617842E-05  1.3509815E-07  1.2123863E-10  1.7273192E-03  2.1828647E-05  4.380E-06  2.185E-07  3.833E-06  1.000E+00  1.000E+00  5.80E+02  0.00E+00  3.80E+00  0.009828  0.597201  0.0000000E+00  1.0561753305E-01
110  0.311891919889837E+07   64.064746  6.382277  4.620567  0.9777888E-01  0.8885333E+00  9.8437631E-05  2.7144211E-05  8.1411476E-03  9.7280221E-05  1.2321511E-07  2.6307365E-10  1.7482559E-03  9.0164104E-06  4.395E-06  0.7632  4.843120   -4.726  1.571208  8.081162  0.0000000E+00  0.9863222E+00  1.6311969E-04  4.4885745E-05  8.0609994E-03  8.0754081E-05  2.0858414E-07  3.0792086E-11  1.7291386E-03  2.2538368E-05  4.368E-06  5.669E-07  1.077E-05  1.000E+00  1.000E+00  7.59E+02  0.00E+00  5.66E+00  0.011176  0.635185  0.0000000E+00  1.0513932094E-01
111  0.311920259458556E+07   63.959391  6.383476  4.282956  0.9734544E-01  0.8889667E+00  9.8477290E-05  2.7155480E-05  8.1411214E-03  9.7243485E-05  1.2314220E-07  2.6291396E-10  1.7481601E-03  9.0361082E-06  4.394E-06  0.7513  4.868060   -3.379  1.686895  8.119493  0.0000000E+00  0.9863218E+00  1.6323879E-04  4.3404088E-05  8.0602957E-03  8.2583244E-05  2.0887291E-07  1.1306929E-09  1.7291190E-03  2.2538249E-05  4.268E-06  3.139E-07  1.284E-05  1.000E+00  1.000E+00  7.96E+02  0.00E+00  5.63E+00  0.010619  0.637739  0.0000000E+00  1.0489295481E-01
112  0.311948489329376E+07   63.840745  6.386144  4.289377  0.9677342E-01  0.8895387E+00  9.8529849E-05  2.7170416E-05  8.1410865E-03  9.7194900E-05  1.2304593E-07  2.6270243E-10  1.7480336E-03  9.0622228E-06  4.393E-06  0.7492  4.885057   -3.374  1.789709  8.153488  0.0000000E+00  0.9863197E+00  1.6411457E-04  3.5116455E-05  8.0561414E-03  9.2868854E-05  2.1044431E-07  7.2925592E-09  1.7290083E-03  2.2537648E-05  3.755E-06  5.674E-07  1.501E-05  1.000E+00  1.000E+00  8.56E+02  8.08E+02  7.56E+00  0.013233  0.642526  0.0000000E+00  1.0440163001E-01
113  0.311976898507921E+07   63.720064  6.388263  4.294319  0.9618911E-01  0.8901230E+00  9.8583792E-05  2.7185747E-05  8.1410507E-03  9.7145148E-05  1.2294754E-07  2.6248542E-10  1.7479044E-03  9.0890377E-06  4.391E-06  0.7296  4.898472   -3.370  1.878924  8.182846  0.0000000E+00  0.9863141E+00  1.6707667E-04  1.3771365E-05  8.0445001E-03  1.1952513E-04  2.1376019E-07  1.3233706E-07  1.7287193E-03  2.2536617E-05  2.711E-06  5.915E-07  1.717E-05  1.000E+00  1.000E+00  8.79E+02  8.00E+02  7.62E+00  0.013001  0.646547  0.0000000E+00  1.0388372640E-01
114  0.312005351192585E+07   63.598213  6.389721  4.297017  0.9552512E-01  0.8907870E+00  9.8645386E-05  2.7203255E-05  8.1410097E-03  9.7088470E-05  1.2283568E-07  2.6223773E-10  1.7477576E-03  9.1196694E-06  4.390E-06  0.7168  4.906321   -3.367  1.953582  8.207153  0.0000000E+00  0.9863082E+00  1.6883502E-04  8.4946590E-07  8.0288802E-03  1.3552105E-04  2.1431852E-07  9.9527005E-06  1.7285452E-03  2.2542190E-05  2.218E-06  4.815E-07  1.918E-05  1.000E+00  1.000E+00  8.49E+02  7.57E+02  5.44E+00  0.009605  0.649570  0.0000000E+00  1.0336451778E-01
115  0.312033315941165E+07   63.477726  6.390748  4.296700  0.9495086E-01  0.8913613E+00  9.8698896E-05  2.7218466E-05  8.1409740E-03  9.7039338E-05  1.2273889E-07  2.6202265E-10  1.7476305E-03  9.1462917E-06  4.389E-06  0.6752  4.906741   -3.365  2.011219  8.225566  0.0000000E+00  0.9862924E+00  1.6985927E-04  3.6316362E-09  7.9777150E-03  1.3656334E-04  2.1426207E-07  7.5474580E-05  1.7285339E-03  2.2721477E-05  2.188E-06  6.971E-07  2.085E-05  1.000E+00  1.000E+00  9.14E+02  8.02E+02  9.13E+00  0.014987  0.652002  0.0000000E+00  1.0287184628E-01
116  0.312061989019000E+07   63.353346  6.393214  4.290314  0.9446466E-01  0.8918475E+00  9.8744414E-05  2.7231408E-05  8.1409435E-03  9.6997636E-05  1.2265691E-07  2.6183975E-10  1.7475229E-03  9.1689501E-06  4.387E-06  0.7187  4.893958   -3.360  2.057510  8.240090  0.0000000E+00  0.9862416E+00  1.7291176E-04  4.3184036E-12  7.8127315E-03  1.3656900E-04  2.1410217E-07  2.8672802E-04  1.7285340E-03  2.4702593E-05  2.187E-06  5.152E-07  2.226E-05  1.000E+00  1.000E+00  8.58E+02  7.31E+02  7.09E+00  0.012393  0.656710  0.0000000E+00  1.0234593613E-01
117  0.312089890978558E+07   63.230093  6.399581  4.274717  0.9405006E-01  0.8922621E+00  9.8783401E-05  2.7242499E-05  8.1409173E-03  9.6961983E-05  1.2258696E-07  2.6168307E-10  1.7474311E-03  9.1883757E-06  4.386E-06  0.6867  4.863209   -3.349  2.093557  8.251306  0.0000000E+00  0.9861223E+00  1.7992740E-04  1.8083140E-12  7.4278624E-03  1.3657122E-04  2.1376838E-07  7.7220445E-04  1.7285344E-03  3.7059926E-05  2.186E-06  4.831E-07  2.340E-05  1.000E+00  1.000E+00  8.05E+02  6.49E+02  7.14E+00  0.013309  0.667455  0.0000000E+00  1.0180752651E-01
118  0.312119324783633E+07   63.183404  6.410646  4.520510  0.9388990E-01  0.8924222E+00  9.8798502E-05  2.7246799E-05  8.1409072E-03  9.6948185E-05  1.2255994E-07  2.6162234E-10  1.7473957E-03  9.1959097E-06  4.385E-06  0.7041  4.782420   -4.435  2.122716  8.260407  0.0000000E+00  0.9858831E+00  1.9441604E-04  5.8191801E-13  6.6809997E-03  1.3657528E-04  2.1312949E-07  1.6833046E-03  1.7285350E-03  9.8129988E-05  2.186E-06  2.888E-07  2.431E-05  1.000E+00  1.000E+00  6.58E+02  4.90E+02  5.56E+00  0.012663  0.685085  0.0000000E+00  1.0134321857E-01
119  0.312146816700151E+07   63.170165  6.417847  4.424747  0.9385633E-01  0.8924558E+00  9.8801670E-05  2.7247701E-05  8.1409050E-03  9.6945291E-05  1.2255427E-07  2.6160959E-10  1.7473882E-03  9.1974913E-06  4.384E-06  0.7162  4.698031   -4.240  2.139455  8.265568  0.0000000E+00  0.9855566E+00  2.1582835E-04  2.3833935E-11  5.7114638E-03  1.3658110E-04  2.1223027E-07  2.8051430E-03  1.7285359E-03  2.5150654E-04  2.185E-06  9.852E-08  2.487E-05  1.000E+00  1.000E+00  5.10E+02  3.61E+02  3.06E+00  0.009002  0.696663  0.0000000E+00  1.0128103631E-01
120  0.312175107848908E+07   63.152230  6.423897  4.314915  0.9380506E-01  0.8925071E+00  9.8806509E-05  2.7249080E-05  8.1409018E-03  9.6940869E-05  1.2254562E-07  2.6159011E-10  1.7473769E-03  9.1999081E-06  4.382E-06  0.7214  4.572097   -4.096  2.150794  8.269046  0.0000000E+00  0.9851654E+00  2.4391637E-04  1.1880320E-10  4.6127791E-03  1.3658886E-04  2.1108465E-07  3.9980454E-03  1.7285370E-03  5.2095785E-04  2.185E-06  2.912E-08  2.523E-05  1.000E+00  1.000E+00  3.67E+02  2.50E+02  1.79E+00  0.007303  0.706603  0.0000000E+00  1.0120536368E-01
121  0.312202976089660E+07   63.096896  6.427359  4.181617  0.9363285E-01  0.8926793E+00  9.8822765E-05  2.7253716E-05  8.1408908E-03  9.6926007E-05  1.2251655E-07  2.6152459E-10  1.7473387E-03  9.2080372E-06  4.381E-06  0.6689  4.477914   -3.644  2.159297  8.271649  0.0000000E+00  0.9847667E+00  2.7752341E-04  9.9951707E-10  3.6016652E-03  1.3659808E-04  2.0974381E-07  4.9566290E-03  1.7285383E-03  9.3917687E-04  2.184E-06  2.388E-06  2.045E-05  9.747E-01  1.089E+00  3.67E+02  2.44E+02  1.01E+02  0.402923  0.712772  0.0000000E+00  8.0998074079E-02
122  0.312231280463064E+07   63.017295  6.431425  4.186555  0.9338093E-01  0.8929312E+00  9.8846535E-05  2.7260511E-05  8.1408749E-03  9.6904239E-05  1.2247402E-07  2.6142846E-10  1.7472830E-03  9.2199605E-06  4.380E-06  0.7104  4.477433   -3.659  2.167616  8.274240  0.0000000E+00  0.9843483E+00  3.1816650E-04  3.9092166E-12  2.6449512E-03  1.3661285E-04  2.0815033E-07  5.7182514E-03  1.7285398E-03  1.5126757E-03  2.183E-06  9.493E-07  1.274E-05  9.959E-01  1.012E+00  3.63E+02  2.35E+02  4.02E+01  0.165449  0.720219  0.0000000E+00  4.9710240502E-02
123  0.312260118418954E+07   62.863794  6.432213  4.083401  0.9286734E-01  0.8934448E+00  9.8894713E-05  2.7274383E-05  8.1408426E-03  9.6859783E-05  1.2238736E-07  2.6123135E-10  1.7471692E-03  9.2443562E-06  4.379E-06  0.7195  4.474721   -3.224  2.175313  8.276623  0.0000000E+00  0.9839346E+00  3.6648685E-04  5.4203370E-15  1.8389497E-03  1.3663068E-04  2.0629265E-07  6.1483789E-03  1.7285416E-03  2.2545024E-03  2.183E-06  4.489E-07  6.069E-06  9.982E-01  1.000E+00  3.60E+02  2.30E+02  2.67E+01  0.110846  0.722948  0.0000000E+00  2.3287323987E-02
124  0.312288144347514E+07   62.695410  6.434291  4.082928  0.9223881E-01  0.8940733E+00  9.8952479E-05  2.7291343E-05  8.1408046E-03  9.6805272E-05  1.2228152E-07  2.6098716E-10  1.7470299E-03  9.2743325E-06  4.377E-06  0.7341  4.470563   -3.220  2.183708  8.279266  0.0000000E+00  0.9835494E+00  4.2185246E-04  3.2759265E-15  1.2365332E-03  1.3665356E-04  2.0420882E-07  6.2149612E-03  1.7285436E-03  3.1207098E-03  2.182E-06  2.704E-07  3.696E-06  9.996E-01  1.001E+00  3.56E+02  2.23E+02  1.19E+01  0.050039  0.727949  0.0000000E+00  1.3917434378E-02
125  0.312316397826144E+07   62.524259  6.436310  4.082265  0.9156485E-01  0.8947473E+00  9.9011085E-05  2.7309398E-05  8.1407677E-03  9.6746711E-05  1.2216879E-07  2.6071769E-10  1.7468806E-03  9.3065986E-06  4.376E-06  0.7217  4.466415   -3.216  2.192623  8.282113  0.0000000E+00  0.9831670E+00  4.8825273E-04  3.9611019E-15  7.6973452E-04  1.3668388E-04  2.0176413E-07  5.9949426E-03  1.7285460E-03  4.1240937E-03  2.181E-06  1.000E-20  2.034E-06  9.999E-01  1.001E+00  3.50E+02  2.15E+02  7.39E+00  0.031619  0.732890  0.0000000E+00  7.5054766742E-03
126  0.312344795222095E+07   62.350879  6.437924  4.081529  0.9090370E-01  0.8954084E+00  9.9059751E-05  2.7326687E-05  8.1407418E-03  9.6689153E-05  1.2206063E-07  2.6043133E-10  1.7467340E-03  9.3383701E-06  4.375E-06  0.7390  4.463547   -3.213  2.202046  8.285143  0.0000000E+00  0.9827905E+00  5.6810440E-04  4.8935777E-15  4.3950639E-04  1.3672438E-04  1.9889502E-07  5.5110309E-03  1.7285488E-03  5.2353971E-03  2.180E-06  1.000E-20  1.131E-06  9.999E-01  1.000E+00  3.32E+02  2.01E+02  4.32E+00  0.019527  0.737218  0.0000000E+00  4.0857964635E-03
127  0.312372746230502E+07   62.179037  6.439187  4.080860  0.9030981E-01  0.8960023E+00  9.9083422E-05  2.7341203E-05  8.1407420E-03  9.6637343E-05  1.2197022E-07  2.6011477E-10  1.7466024E-03  9.3670168E-06  4.373E-06  0.7450  4.461328   -3.210  2.211833  8.288308  0.0000000E+00  0.9824270E+00  6.6275912E-04  6.0852403E-15  2.3312757E-04  1.3677800E-04  1.9558558E-07  4.8336496E-03  1.7285520E-03  6.3885151E-03  2.180E-06  1.000E-20  6.280E-07  1.000E+00  1.000E+00  3.17E+02  1.89E+02  3.22E+00  0.015282  0.741004  0.0000000E+00  2.2210921959E-03
128  0.312401278912847E+07   62.002627  6.440163  4.080252  0.8973101E-01  0.8965811E+00  9.9072703E-05  2.7353491E-05  8.1407829E-03  9.6586712E-05  1.2189598E-07  2.5968628E-10  1.7464740E-03  9.3950665E-06  4.372E-06  0.7447  4.459871   -3.208  2.222553  8.291784  0.0000000E+00  0.9820510E+00  7.8180069E-04  7.5605401E-15  1.0555497E-04  1.3685325E-04  1.9154620E-07  4.0071685E-03  1.7285559E-03  7.6000478E-03  2.179E-06  2.511E-08  3.489E-07  1.000E+00  1.000E+00  2.94E+02  1.73E+02  2.00E+00  0.010204  0.744389  0.0000000E+00  1.2060400716E-03
