line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.914233363290745E+06   31.782737  5.158084  4.607623  0.7200000E+00  0.2659559E+00  2.2831513E-03  2.7708527E-05  6.5875834E-04  5.7184751E-03  2.2656021E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  1.214E-13  0.5545  4.607623   -6.584  0.554959  7.595820  0.6502231E+00  0.3360074E+00  5.8474294E-05  1.5992862E-05  7.5383953E-03  8.5112297E-04  2.2953156E-06  4.2997102E-09  1.8646334E-03  8.3506778E-07  2.056E-05  2.304E-05  2.812E-05  9.901E-01  1.011E+00  7.26E+02  0.00E+00  1.25E+02  0.255353  0.119715  0.0000000E+00  3.7446959483E-01
 10  0.101944730590124E+07   31.754954  5.162858  4.606807  0.7200000E+00  0.2659559E+00  2.2831482E-03  2.7710961E-05  6.5875978E-04  5.7184748E-03  2.2656056E-06  1.2899731E-05  1.8768898E-03  1.5180830E-04  6.973E-13  0.5527  4.606807   -6.573  0.554383  7.596194  0.6419568E+00  0.3442881E+00  5.9529046E-05  1.6282056E-05  7.6375864E-03  7.3630692E-04  1.9654017E-06  3.8791327E-09  1.8634656E-03  8.6288387E-07  2.042E-05  2.259E-05  2.784E-05  9.903E-01  1.012E+00  7.23E+02  0.00E+00  1.23E+02  0.253102  0.121144  0.0000000E+00  3.7203549348E-01
 11  0.112420120664807E+07   31.726623  5.167691  4.606022  0.7200000E+00  0.2659559E+00  2.2831389E-03  2.7717271E-05  6.5876563E-04  5.7184734E-03  2.2656203E-06  1.2899703E-05  1.8768898E-03  1.5180815E-04  2.946E-12  0.5507  4.606022   -6.563  0.554141  7.596683  0.6335972E+00  0.3526596E+00  6.0107747E-05  1.6442254E-05  7.7199323E-03  6.4146858E-04  1.7077265E-06  3.3838365E-09  1.8622935E-03  8.3147550E-07  2.017E-05  2.223E-05  2.758E-05  9.904E-01  1.012E+00  7.19E+02  0.00E+00  1.22E+02  0.252753  0.122609  0.0000000E+00  3.6954328465E-01
 12  0.122743190562645E+07   31.698031  5.172498  4.605209  0.7200000E+00  0.2659559E+00  2.2831135E-03  2.7731831E-05  6.5878484E-04  5.7184687E-03  2.2656681E-06  1.2899617E-05  1.8768898E-03  1.5180766E-04  9.944E-12  0.5489  4.605209   -6.552  0.553921  7.597170  0.6253025E+00  0.3609637E+00  6.0944012E-05  1.6673173E-05  7.7847635E-03  5.6618008E-04  1.4892859E-06  3.0452715E-09  1.8611376E-03  8.5051924E-07  1.981E-05  2.193E-05  2.731E-05  9.903E-01  1.012E+00  7.15E+02  0.00E+00  1.22E+02  0.252894  0.124086  0.0000000E+00  3.6701934303E-01
 13  0.133278815421977E+07   31.668130  5.177442  4.604463  0.7199999E+00  0.2659559E+00  2.2830510E-03  2.7762701E-05  6.5883892E-04  5.7184547E-03  2.2658012E-06  1.2899387E-05  1.8768898E-03  1.5180623E-04  2.853E-11  0.5470  4.604463   -6.542  0.553903  7.597791  0.6168915E+00  0.3693819E+00  6.1322167E-05  1.6776457E-05  7.8358207E-03  5.0733987E-04  1.3354134E-06  3.1331772E-09  1.8599713E-03  9.2409690E-07  1.934E-05  2.159E-05  2.704E-05  9.904E-01  1.012E+00  7.12E+02  0.00E+00  1.21E+02  0.252553  0.125625  0.0000000E+00  3.6437047572E-01
 14  0.143377597783609E+07   31.638757  5.182311  4.603658  0.7199997E+00  0.2659561E+00  2.2829255E-03  2.7816994E-05  6.5895857E-04  5.7184224E-03  2.2660907E-06  1.2898897E-05  1.8768897E-03  1.5180303E-04  6.734E-11  0.5454  4.603658   -6.531  0.554070  7.598361  0.6085591E+00  0.3777208E+00  6.1817244E-05  1.6914061E-05  7.8801259E-03  4.5601205E-04  1.1892836E-06  2.6752962E-09  1.8588154E-03  8.9819081E-07  1.886E-05  2.141E-05  2.678E-05  9.902E-01  1.011E+00  7.08E+02  0.00E+00  1.22E+02  0.255137  0.127159  0.0000000E+00  3.6175741126E-01
 15  0.153504274322702E+07   31.608585  5.187182  4.602874  0.7199994E+00  0.2659564E+00  2.2826929E-03  2.7906912E-05  6.5919751E-04  5.7183548E-03  2.2666564E-06  1.2897949E-05  1.8768897E-03  1.5179658E-04  1.407E-10  0.5436  4.602874   -6.521  0.554239  7.598985  0.6003253E+00  0.3859592E+00  6.2235157E-05  1.7028854E-05  7.9125889E-03  4.1830889E-04  1.0852045E-06  2.7298845E-09  1.8576762E-03  9.7061264E-07  1.830E-05  2.096E-05  2.652E-05  9.904E-01  1.012E+00  7.04E+02  0.00E+00  1.20E+02  0.252299  0.128716  0.0000000E+00  3.5906460215E-01
 16  0.163332186923403E+07   31.578586  5.192023  4.602022  0.7199988E+00  0.2659570E+00  2.2823010E-03  2.8044212E-05  6.5962515E-04  5.7182283E-03  2.2676422E-06  1.2896302E-05  1.8768895E-03  1.5178498E-04  2.659E-10  0.5420  4.602022   -6.510  0.554541  7.599629  0.5920025E+00  0.3942864E+00  6.2608698E-05  1.7131985E-05  7.9435582E-03  3.8238174E-04  9.8695345E-07  2.4164468E-09  1.8565213E-03  9.5088818E-07  1.777E-05  2.063E-05  2.628E-05  9.904E-01  1.012E+00  7.01E+02  0.00E+00  1.19E+02  0.252077  0.130282  0.0000000E+00  3.5637728313E-01
 17  0.173321672608868E+07   31.547353  5.196993  4.601183  0.7199976E+00  0.2659582E+00  2.2816355E-03  2.8257469E-05  6.6039021E-04  5.7179911E-03  2.2693498E-06  1.2893440E-05  1.8768892E-03  1.5176417E-04  4.813E-10  0.5399  4.601183   -6.500  0.554884  7.600311  0.5836538E+00  0.4026383E+00  6.2868234E-05  1.7202047E-05  7.9664429E-03  3.5586490E-04  9.1282343E-07  1.3730371E-09  1.8553632E-03  9.9752234E-07  1.718E-05  2.045E-05  2.602E-05  9.902E-01  1.011E+00  6.97E+02  0.00E+00  1.20E+02  0.254616  0.131913  0.0000000E+00  3.5357033235E-01
 18  0.183173249738659E+07   31.515783  5.201940  4.600256  0.7199956E+00  0.2659602E+00  2.2806609E-03  2.8545720E-05  6.6156489E-04  5.7176091E-03  2.2718750E-06  1.2889168E-05  1.8768887E-03  1.5173221E-04  7.977E-10  0.5388  4.600256   -6.489  0.555172  7.600958  0.5752733E+00  0.4110216E+00  6.3520002E-05  1.7385427E-05  7.9854403E-03  3.3312498E-04  8.4030726E-07  2.1272050E-09  1.8541978E-03  1.0373086E-06  1.659E-05  2.000E-05  2.576E-05  9.904E-01  1.012E+00  6.93E+02  0.00E+00  1.18E+02  0.251889  0.133557  0.0000000E+00  3.5072287502E-01
 19  0.192822636516757E+07   31.484110  5.206845  4.599378  0.7199923E+00  0.2659634E+00  2.2792874E-03  2.8923541E-05  6.6329352E-04  5.7170194E-03  2.2754362E-06  1.2883057E-05  1.8768879E-03  1.5168529E-04  1.248E-09  0.5367  4.599378   -6.479  0.555689  7.601689  0.5669276E+00  0.4193697E+00  6.3513676E-05  1.7380882E-05  8.0027962E-03  3.1334828E-04  7.9264268E-07  1.1437786E-09  1.8530338E-03  1.0520206E-06  1.601E-05  1.963E-05  2.552E-05  9.905E-01  1.012E+00  6.90E+02  0.00E+00  1.17E+02  0.251162  0.135210  0.0000000E+00  3.4785840624E-01
 20  0.202340735709181E+07   31.452104  5.211733  4.598429  0.7199872E+00  0.2659684E+00  2.2774520E-03  2.9395931E-05  6.6569950E-04  5.7161588E-03  2.2801631E-06  1.2874788E-05  1.8768867E-03  1.5162027E-04  1.853E-09  0.5356  4.598429   -6.468  0.556176  7.602388  0.5586465E+00  0.4276527E+00  6.3915514E-05  1.7494807E-05  8.0160727E-03  2.9754193E-04  7.4506183E-07  1.9310557E-09  1.8518757E-03  1.0997489E-06  1.543E-05  1.943E-05  2.527E-05  9.903E-01  1.011E+00  6.86E+02  0.00E+00  1.17E+02  0.253754  0.136879  0.0000000E+00  3.4495504154E-01
 21  0.211900838977412E+07   31.419181  5.216732  4.597484  0.7199792E+00  0.2659763E+00  2.2750056E-03  2.9987426E-05  6.6903522E-04  5.7149085E-03  2.2863796E-06  1.2863651E-05  1.8768848E-03  1.5153069E-04  2.670E-09  0.5337  4.597484   -6.458  0.556713  7.603123  0.5502902E+00  0.4360103E+00  6.4107971E-05  1.7547499E-05  8.0269450E-03  2.8482736E-04  7.1001998E-07  1.4018615E-09  1.8507034E-03  1.1572930E-06  1.485E-05  1.909E-05  2.502E-05  9.903E-01  1.011E+00  6.82E+02  0.00E+00  1.16E+02  0.253238  0.138608  0.0000000E+00  3.4196290468E-01
 22  0.221242852389837E+07   31.386217  5.221662  4.596473  0.7199675E+00  0.2659879E+00  2.2718763E-03  3.0700589E-05  6.7346888E-04  5.7131688E-03  2.2941786E-06  1.2849272E-05  1.8768822E-03  1.5141256E-04  3.731E-09  0.5326  4.596473   -6.447  0.557302  7.603853  0.5419577E+00  0.4443442E+00  6.4423196E-05  1.7636174E-05  8.0367014E-03  2.7317857E-04  6.7565699E-07  1.8585437E-09  1.8495298E-03  1.1984931E-06  1.429E-05  1.874E-05  2.477E-05  9.903E-01  1.011E+00  6.78E+02  0.00E+00  1.15E+02  0.252804  0.140337  0.0000000E+00  3.3895856243E-01
 23  0.230646722657939E+07   31.352231  5.226666  4.595448  0.7199503E+00  0.2660050E+00  2.2679107E-03  3.1554220E-05  6.7930408E-04  5.7107751E-03  2.3038147E-06  1.2830898E-05  1.8768784E-03  1.5125856E-04  5.094E-09  0.5310  4.595448   -6.437  0.557881  7.604600  0.5336560E+00  0.4526467E+00  6.4676276E-05  1.7706976E-05  8.0431934E-03  2.6535595E-04  6.5151025E-07  1.9392693E-09  1.8483568E-03  1.2750057E-06  1.372E-05  1.827E-05  2.451E-05  9.906E-01  1.011E+00  6.74E+02  0.00E+00  1.13E+02  0.249288  0.142115  0.0000000E+00  3.3585355145E-01
 24  0.239688634868670E+07   31.318763  5.231578  4.594358  0.7199265E+00  0.2660286E+00  2.2631765E-03  3.2519384E-05  6.8653069E-04  5.7076831E-03  2.3149746E-06  1.2808800E-05  1.8768733E-03  1.5106981E-04  6.743E-09  0.5296  4.594358   -6.427  0.558593  7.605359  0.5252797E+00  0.4610242E+00  6.4908568E-05  1.7771218E-05  8.0521509E-03  2.5475769E-04  6.2152561E-07  1.6434067E-09  1.8471672E-03  1.2760151E-06  1.321E-05  1.806E-05  2.427E-05  9.904E-01  1.011E+00  6.70E+02  0.00E+00  1.14E+02  0.251880  0.143884  0.0000000E+00  3.3278861078E-01
 25  0.248808258332664E+07   31.284206  5.236523  4.593279  0.7198935E+00  0.2660614E+00  2.2574661E-03  3.3624465E-05  6.9556230E-04  5.7036633E-03  2.3279723E-06  1.2781964E-05  1.8768664E-03  1.5083656E-04  8.745E-09  0.5280  4.593279   -6.416  0.559240  7.606121  0.5169663E+00  0.4693382E+00  6.5162158E-05  1.7842657E-05  8.0573500E-03  2.4840802E-04  6.0098793E-07  1.7631380E-09  1.8459827E-03  1.3529213E-06  1.268E-05  1.771E-05  2.401E-05  9.905E-01  1.011E+00  6.66E+02  0.00E+00  1.13E+02  0.251128  0.145689  0.0000000E+00  3.2961701875E-01
 26  0.257704674229357E+07   31.249687  5.241501  4.592141  0.7198497E+00  0.2661050E+00  2.2508429E-03  3.4842975E-05  7.0640558E-04  5.6986555E-03  2.3424624E-06  1.2750642E-05  1.8768575E-03  1.5055981E-04  1.109E-08  0.5266  4.592141   -6.406  0.560045  7.606906  0.5086039E+00  0.4777015E+00  6.5372132E-05  1.7900871E-05  8.0634902E-03  2.4105790E-04  5.8017944E-07  1.6384060E-09  1.8447858E-03  1.3810762E-06  1.219E-05  1.736E-05  2.377E-05  9.905E-01  1.011E+00  6.62E+02  0.00E+00  1.12E+02  0.250568  0.147528  0.0000000E+00  3.2644456787E-01
 27  0.266667095792381E+07   31.214084  5.246494  4.590986  0.7197908E+00  0.2661638E+00  2.2430292E-03  3.6210801E-05  7.1963683E-04  5.6923289E-03  2.3588153E-06  1.2713470E-05  1.8768457E-03  1.5022623E-04  1.386E-08  0.5252  4.590986   -6.396  0.560787  7.607695  0.5002936E+00  0.4860121E+00  6.5610452E-05  1.7967859E-05  8.0667766E-03  2.3691417E-04  5.6587551E-07  1.7162068E-09  1.8435919E-03  1.4622190E-06  1.169E-05  1.701E-05  2.351E-05  9.906E-01  1.011E+00  6.58E+02  0.00E+00  1.11E+02  0.249690  0.149399  0.0000000E+00  3.2316579802E-01
 28  0.275323400293834E+07   31.178881  5.251432  4.589734  0.7197165E+00  0.2662380E+00  2.2343354E-03  3.7660318E-05  7.3484729E-04  5.6848176E-03  2.3761453E-06  1.2671878E-05  1.8768312E-03  1.4984752E-04  1.696E-08  0.5238  4.589734   -6.386  0.561455  7.608426  0.4920224E+00  0.4942840E+00  6.6324532E-05  1.8167723E-05  8.0704903E-03  2.3149615E-04  5.3975476E-07  1.2891399E-09  1.8423980E-03  1.4910852E-06  1.124E-05  1.671E-05  2.326E-05  9.906E-01  1.011E+00  6.54E+02  0.00E+00  1.10E+02  0.249305  0.151271  0.0000000E+00  3.1991733071E-01
 29  0.284054028323498E+07   31.142543  5.256428  4.588554  0.7196219E+00  0.2663325E+00  2.2245422E-03  3.9217173E-05  7.5252651E-04  5.6758245E-03  2.3946661E-06  1.2624774E-05  1.8768130E-03  1.4941279E-04  2.042E-08  0.5223  4.588554   -6.376  0.562455  7.609292  0.4836831E+00  0.5026235E+00  6.6146206E-05  1.8118007E-05  8.0740291E-03  2.2775409E-04  5.3466621E-07  1.6382466E-09  1.8411896E-03  1.5614232E-06  1.079E-05  1.617E-05  2.302E-05  9.910E-01  1.011E+00  6.50E+02  0.00E+00  1.07E+02  0.244633  0.153192  0.0000000E+00  3.1655913420E-01
 30  0.292704802608958E+07   31.105692  5.261487  4.587263  0.7194986E+00  0.2664558E+00  2.2132044E-03  4.0934582E-05  7.7363846E-04  5.6647790E-03  2.4148917E-06  1.2569952E-05  1.8767898E-03  1.4890021E-04  2.448E-08  0.5209  4.587263   -6.366  0.563321  7.610102  0.4753410E+00  0.5109659E+00  6.6448033E-05  1.8206964E-05  8.0765722E-03  2.2435014E-04  5.1871806E-07  1.5784858E-09  1.8399755E-03  1.6148135E-06  1.035E-05  1.581E-05  2.277E-05  9.910E-01  1.011E+00  6.46E+02  0.00E+00  1.06E+02  0.243684  0.155159  0.0000000E+00  3.1314654670E-01
 31  0.301183720348320E+07   31.068730  5.266424  4.585878  0.7193446E+00  0.2666097E+00  2.2006141E-03  4.2751135E-05  7.9780317E-04  5.6517996E-03  2.4359601E-06  1.2508757E-05  1.8767613E-03  1.4832092E-04  2.900E-08  0.5196  4.585878   -6.356  0.564128  7.610887  0.4670143E+00  0.5192929E+00  6.7133022E-05  1.8392817E-05  8.0786640E-03  2.2083185E-04  5.0281796E-07  1.4029093E-09  1.8387584E-03  1.6685393E-06  9.947E-06  1.562E-05  2.252E-05  9.908E-01  1.011E+00  6.42E+02  0.00E+00  1.06E+02  0.246296  0.157105  0.0000000E+00  3.0972037498E-01
 32  0.309731521858052E+07   31.030604  5.271587  4.584579  0.7191527E+00  0.2668017E+00  2.1866116E-03  4.4673716E-05  8.2548904E-04  5.6365562E-03  2.4577967E-06  1.2440346E-05  1.8767263E-03  1.4766560E-04  3.400E-08  0.5183  4.584579   -6.346  0.565346  7.611812  0.4586441E+00  0.5276631E+00  6.6863952E-05  1.8318843E-05  8.0811391E-03  2.1845488E-04  5.0004398E-07  1.2755231E-09  1.8375295E-03  1.7257175E-06  9.547E-06  1.520E-05  2.228E-05  9.910E-01  1.011E+00  6.37E+02  0.00E+00  1.05E+02  0.244647  0.159162  0.0000000E+00  3.0618679011E-01
 33  0.317927613442024E+07   30.993204  5.276472  4.583157  0.7189331E+00  0.2670215E+00  2.1722305E-03  4.6554882E-05  8.5472715E-04  5.6200958E-03  2.4786199E-06  1.2369737E-05  1.8766869E-03  1.4698187E-04  3.903E-08  0.5169  4.583157   -6.336  0.566124  7.612574  0.4503593E+00  0.5359483E+00  6.7711876E-05  1.8557649E-05  8.0829542E-03  2.1497472E-04  4.7940525E-07  1.3306381E-09  1.8363079E-03  1.7676372E-06  9.183E-06  1.477E-05  2.204E-05  9.913E-01  1.011E+00  6.33E+02  0.00E+00  1.02E+02  0.240696  0.161136  0.0000000E+00  3.0271993355E-01
 34  0.326290091304188E+07   30.954174  5.281562  4.581842  0.7186600E+00  0.2672950E+00  2.1561013E-03  4.8564760E-05  8.8840724E-04  5.6007418E-03  2.5001825E-06  1.2290162E-05  1.8766386E-03  1.4620345E-04  4.465E-08  0.5156  4.581842   -6.326  0.567401  7.613524  0.4420278E+00  0.5442798E+00  6.7416099E-05  1.8474491E-05  8.0847193E-03  2.1345208E-04  4.8042811E-07  1.4929605E-09  1.8350740E-03  1.8412586E-06  8.817E-06  1.445E-05  2.180E-05  9.912E-01  1.010E+00  6.29E+02  0.00E+00  1.02E+02  0.241756  0.163215  0.0000000E+00  2.9910554408E-01
 35  0.334342203288344E+07   30.915743  5.286533  4.580306  0.7183496E+00  0.2676057E+00  2.1395360E-03  5.0529861E-05  9.2390206E-04  5.5799521E-03  2.5204874E-06  1.2208044E-05  1.8765844E-03  1.4539239E-04  5.030E-08  0.5144  4.580306   -6.317  0.568395  7.614343  0.4336755E+00  0.5526324E+00  6.8240484E-05  1.8699861E-05  8.0867196E-03  2.0980776E-04  4.6091651E-07  1.1578238E-09  1.8338320E-03  1.8663573E-06  8.487E-06  1.415E-05  2.156E-05  9.913E-01  1.010E+00  6.24E+02  0.00E+00  1.01E+02  0.240840  0.165269  0.0000000E+00  2.9553917554E-01
 36  0.342413780826574E+07   30.876368  5.291505  4.578767  0.7179830E+00  0.2679728E+00  2.1217665E-03  5.2537187E-05  9.6291710E-04  5.5567003E-03  2.5403434E-06  1.2119547E-05  1.8765212E-03  1.4451050E-04  5.627E-08  0.5128  4.578767   -6.307  0.569317  7.615160  0.4253690E+00  0.5609390E+00  6.8901936E-05  1.8892785E-05  8.0875000E-03  2.0781072E-04  4.4525010E-07  1.2031289E-09  1.8325916E-03  1.9352108E-06  8.163E-06  1.379E-05  2.131E-05  9.914E-01  1.010E+00  6.20E+02  0.00E+00  9.98E+01  0.239355  0.167350  0.0000000E+00  2.9188649047E-01
 37  0.350417209738516E+07   30.836463  5.296571  4.577301  0.7175451E+00  0.2684114E+00  2.1024562E-03  5.4611675E-05  1.0063327E-03  5.5304002E-03  2.5598263E-06  1.2022928E-05  1.8764466E-03  1.4353945E-04  6.278E-08  0.5114  4.577301   -6.298  0.570803  7.616153  0.4169459E+00  0.5693622E+00  6.8598384E-05  1.8808805E-05  8.0902773E-03  2.0514672E-04  4.4244576E-07  1.2522796E-09  1.8313285E-03  1.9742881E-06  7.857E-06  1.337E-05  2.109E-05  9.915E-01  1.010E+00  6.16E+02  0.00E+00  9.82E+01  0.237250  0.169489  0.0000000E+00  2.8819080012E-01
 38  0.358142847563406E+07   30.797110  5.301409  4.575678  0.7170589E+00  0.2688985E+00  2.0828827E-03  5.6610823E-05  1.0513437E-03  5.5027220E-03  2.5775039E-06  1.1924545E-05  1.8763647E-03  1.4254277E-04  6.921E-08  0.5100  4.575678   -6.289  0.571785  7.616966  0.4086752E+00  0.5776332E+00  6.9593362E-05  1.9086091E-05  8.0911283E-03  2.0252238E-04  4.2496420E-07  1.1029037E-09  1.8300832E-03  2.0214945E-06  7.573E-06  1.306E-05  2.085E-05  9.916E-01  1.010E+00  6.11E+02  0.00E+00  9.69E+01  0.235810  0.171558  0.0000000E+00  2.8455195175E-01
 39  0.365969428292381E+07   30.756398  5.306507  4.574101  0.7164923E+00  0.2694660E+00  2.0619925E-03  5.8638676E-05  1.1004216E-03  5.4721244E-03  2.5942232E-06  1.1819073E-05  1.8762701E-03  1.4146632E-04  7.593E-08  0.5087  4.574101   -6.279  0.573347  7.617975  0.4003416E+00  0.5859667E+00  6.9495654E-05  1.9052318E-05  8.0926383E-03  2.0096941E-04  4.2353811E-07  1.0557068E-09  1.8288227E-03  2.0763588E-06  7.294E-06  1.254E-05  2.063E-05  9.920E-01  1.010E+00  6.07E+02  0.00E+00  9.39E+01  0.230239  0.173756  0.0000000E+00  2.8079577888E-01
 40  0.373592872621021E+07   30.715896  5.311476  4.572466  0.7158603E+00  0.2700991E+00  2.0405951E-03  6.0611305E-05  1.1517288E-03  5.4397265E-03  2.6092029E-06  1.1710563E-05  1.8761657E-03  1.4035109E-04  8.268E-08  0.5072  4.572466   -6.270  0.574744  7.618920  0.3920080E+00  0.5943004E+00  6.9575957E-05  1.9086910E-05  8.0944984E-03  1.9870160E-04  4.1471347E-07  1.1458629E-09  1.8275569E-03  2.1154864E-06  7.036E-06  1.225E-05  2.040E-05  9.919E-01  1.010E+00  6.02E+02  0.00E+00  9.37E+01  0.231330  0.175923  0.0000000E+00  2.7707328355E-01
