line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.577675014798487E+06   58.904983  5.724335  4.670445  0.7199948E+00  0.2659609E+00  2.2809934E-03  2.7752962E-05  6.6225778E-04  5.7173141E-03  2.2712197E-06  1.2887519E-05  1.8768881E-03  1.5172655E-04  3.578E-09  0.6964  4.670445   -5.685  0.377202  7.624621  0.6497899E+00  0.3364550E+00  6.8117899E-05  1.8664830E-05  7.6184066E-03  7.4432507E-04  1.4447578E-06  3.3044414E-09  1.8618908E-03  2.1820123E-06  2.653E-05  1.701E-05  1.980E-05  9.913E-01  1.011E+00  8.24E+02  0.00E+00  1.33E+02  0.239582  0.237924  0.0000000E+00  1.0087970872E+00
 10  0.646236257620809E+06   58.761961  5.727645  4.669447  0.7199829E+00  0.2659726E+00  2.2774939E-03  2.7791710E-05  6.6839487E-04  5.7149403E-03  2.2797685E-06  1.2867583E-05  1.8768844E-03  1.5157694E-04  1.054E-08  0.6945  4.669447   -5.676  0.377665  7.625051  0.6413565E+00  0.3449016E+00  6.8572238E-05  1.8768703E-05  7.7113492E-03  6.3754467E-04  1.2563347E-06  3.3877284E-09  1.8604493E-03  2.1836481E-06  2.671E-05  1.656E-05  1.948E-05  9.915E-01  1.011E+00  8.20E+02  0.00E+00  1.31E+02  0.236886  0.240326  0.0000000E+00  9.8993199706E-01
 11  0.714121047624090E+06   58.617307  5.731031  4.668367  0.7199544E+00  0.2660008E+00  2.2710579E-03  2.7841554E-05  6.8039300E-04  5.7097863E-03  2.2943404E-06  1.2830826E-05  1.8768759E-03  1.5127908E-04  2.510E-08  0.6929  4.668367   -5.667  0.377883  7.625393  0.6329734E+00  0.3532950E+00  6.9572765E-05  1.9066941E-05  7.7830744E-03  5.5404447E-04  1.0699482E-06  2.8999132E-09  1.8590297E-03  2.1988541E-06  2.669E-05  1.615E-05  1.915E-05  9.917E-01  1.011E+00  8.15E+02  0.00E+00  1.29E+02  0.234628  0.242800  0.0000000E+00  9.7095488361E-01
 12  0.781865564596224E+06   58.469836  5.734406  4.667406  0.7198936E+00  0.2660613E+00  2.2603344E-03  2.7901395E-05  7.0161765E-04  5.6998165E-03  2.3164215E-06  1.2769459E-05  1.8768585E-03  1.5074805E-04  5.227E-08  0.6913  4.667406   -5.658  0.378734  7.625946  0.6245778E+00  0.3616987E+00  6.9720638E-05  1.9093777E-05  7.8407089E-03  4.8805222E-04  9.5429566E-07  2.9699041E-09  1.8576176E-03  2.2270677E-06  2.650E-05  1.571E-05  1.883E-05  9.919E-01  1.010E+00  8.11E+02  0.00E+00  1.26E+02  0.231799  0.245303  0.0000000E+00  9.5174072933E-01
 13  0.848984819579885E+06   58.320558  5.737787  4.666303  0.7197807E+00  0.2661739E+00  2.2444675E-03  2.7966201E-05  7.3486918E-04  5.6829832E-03  2.3456008E-06  1.2678501E-05  1.8768276E-03  1.4991656E-04  9.643E-08  0.6900  4.666303   -5.648  0.379259  7.626386  0.6161767E+00  0.3701064E+00  7.1019928E-05  1.9461886E-05  7.8854901E-03  4.3480225E-04  8.3162115E-07  2.3306600E-09  1.8562105E-03  2.2421425E-06  2.619E-05  1.541E-05  1.851E-05  9.920E-01  1.010E+00  8.06E+02  0.00E+00  1.25E+02  0.229963  0.247837  0.0000000E+00  9.3246278275E-01
 14  0.915869402156682E+06   58.168556  5.741207  4.665276  0.7195864E+00  0.2663682E+00  2.2223326E-03  2.8032471E-05  7.8382811E-04  5.6565918E-03  2.3812409E-06  1.2551413E-05  1.8767764E-03  1.4870055E-04  1.631E-07  0.6886  4.665276   -5.639  0.379966  7.626886  0.6078072E+00  0.3784811E+00  7.1815868E-05  1.9688122E-05  7.9209910E-03  3.9297522E-04  7.3923453E-07  2.1366504E-09  1.8548137E-03  2.2820625E-06  2.577E-05  1.490E-05  1.819E-05  9.924E-01  1.010E+00  8.01E+02  0.00E+00  1.21E+02  0.224828  0.250420  0.0000000E+00  9.1296217045E-01
 15  0.982982627859179E+06   58.012677  5.744722  4.664296  0.7192788E+00  0.2666763E+00  2.1935690E-03  2.8094641E-05  8.5077151E-04  5.6185318E-03  2.4208154E-06  1.2386023E-05  1.8766983E-03  1.4705660E-04  2.556E-07  0.6877  4.664296   -5.629  0.381008  7.627495  0.5993675E+00  0.3869248E+00  7.1921336E-05  1.9724865E-05  7.9504828E-03  3.5914388E-04  6.7385019E-07  2.0792507E-09  1.8534080E-03  2.3221136E-06  2.527E-05  1.442E-05  1.787E-05  9.927E-01  1.010E+00  7.97E+02  0.00E+00  1.18E+02  0.220625  0.253089  0.0000000E+00  8.9315923930E-01
 16  0.104911063384414E+07   57.855686  5.748195  4.663282  0.7188253E+00  0.2671310E+00  2.1583289E-03  2.8147953E-05  9.3675446E-04  5.5674011E-03  2.4610761E-06  1.2183112E-05  1.8765869E-03  1.4497526E-04  3.751E-07  0.6864  4.663282   -5.620  0.381937  7.628065  0.5909850E+00  0.3953106E+00  7.2783338E-05  1.9962151E-05  7.9733920E-03  3.3157586E-04  6.1399843E-07  1.7716561E-09  1.8520131E-03  2.3525076E-06  2.471E-05  1.409E-05  1.756E-05  9.928E-01  1.010E+00  7.92E+02  0.00E+00  1.16E+02  0.218916  0.255745  0.0000000E+00  8.7340784042E-01
 17  0.111526158068592E+07   57.695160  5.751721  4.662379  0.7181933E+00  0.2677650E+00  2.1169234E-03  2.8189548E-05  1.0421869E-03  5.5023203E-03  2.4990898E-06  1.1944394E-05  1.8764364E-03  1.4246344E-04  5.209E-07  0.6853  4.662379   -5.610  0.383086  7.628709  0.5825836E+00  0.4037145E+00  7.2850037E-05  1.9985827E-05  7.9925876E-03  3.0955731E-04  5.7236113E-07  1.8550760E-09  1.8506158E-03  2.3935828E-06  2.410E-05  1.364E-05  1.724E-05  9.931E-01  1.010E+00  7.88E+02  0.00E+00  1.14E+02  0.214890  0.258453  0.0000000E+00  8.5342837913E-01
 18  0.118090220604458E+07   57.532340  5.755245  4.661538  0.7173588E+00  0.2686024E+00  2.0704380E-03  2.8216870E-05  1.1653069E-03  5.4238535E-03  2.5316125E-06  1.1676058E-05  1.8762434E-03  1.3957964E-04  6.893E-07  0.6844  4.661538   -5.601  0.384541  7.629451  0.5741930E+00  0.4121072E+00  7.2746596E-05  1.9941267E-05  8.0086820E-03  2.9138125E-04  5.4463027E-07  1.8880331E-09  1.8492198E-03  2.4286682E-06  2.346E-05  1.317E-05  1.693E-05  9.934E-01  1.009E+00  7.84E+02  0.00E+00  1.10E+02  0.210092  0.261169  0.0000000E+00  8.3342237767E-01
 19  0.124636482402416E+07   57.366346  5.758792  4.660605  0.7163008E+00  0.2696642E+00  2.0199786E-03  2.8228874E-05  1.3038945E-03  5.3330592E-03  2.5562486E-06  1.1384437E-05  1.8760052E-03  1.3638973E-04  8.752E-07  0.6835  4.660605   -5.591  0.385410  7.629997  0.5658086E+00  0.4204934E+00  7.3895329E-05  2.0273066E-05  8.0196953E-03  2.7689422E-04  5.0184023E-07  1.5926472E-09  1.8478241E-03  2.4723854E-06  2.278E-05  1.298E-05  1.661E-05  9.933E-01  1.009E+00  7.79E+02  0.00E+00  1.10E+02  0.211008  0.263910  0.0000000E+00  8.1331403150E-01
 20  0.131112885151795E+07   57.198471  5.762382  4.659844  0.7149865E+00  0.2709833E+00  1.9657677E-03  2.8225987E-05  1.4577057E-03  5.2299182E-03  2.5720098E-06  1.1070790E-05  1.8757166E-03  1.3290917E-04  1.078E-06  0.6824  4.659844   -5.582  0.386903  7.630748  0.5573880E+00  0.4289153E+00  7.3691532E-05  2.0230394E-05  8.0314572E-03  2.6379397E-04  4.8215805E-07  1.1192163E-09  1.8464202E-03  2.4914878E-06  2.211E-05  1.242E-05  1.631E-05  9.938E-01  1.009E+00  7.75E+02  0.00E+00  1.06E+02  0.203609  0.266677  0.0000000E+00  7.9330019262E-01
 21  0.137596251819376E+07   57.026665  5.766038  4.658996  0.7133642E+00  0.2726114E+00  1.9074631E-03  2.8208351E-05  1.6280535E-03  5.1133894E-03  2.5781856E-06  1.0733105E-05  1.8753683E-03  1.2911717E-04  1.297E-06  0.6821  4.658996   -5.572  0.388197  7.631426  0.5489735E+00  0.4373309E+00  7.3955954E-05  2.0302913E-05  8.0398653E-03  2.5376326E-04  4.5896410E-07  1.4712229E-09  1.8450158E-03  2.5362589E-06  2.142E-05  1.211E-05  1.599E-05  9.938E-01  1.008E+00  7.71E+02  0.00E+00  1.05E+02  0.202747  0.269487  0.0000000E+00  7.7317329742E-01
 22  0.143959490742592E+07   56.854289  5.769660  4.658479  0.7114362E+00  0.2745462E+00  1.8468349E-03  2.8176561E-05  1.8100260E-03  4.9867137E-03  2.5739664E-06  1.0381609E-05  1.8749632E-03  1.2513043E-04  1.525E-06  0.6813  4.658479   -5.562  0.390501  7.632448  0.5405303E+00  0.4457746E+00  7.2136588E-05  1.9755048E-05  8.0507044E-03  2.4446012E-04  4.7224538E-07  2.2259344E-09  1.8436024E-03  2.5493627E-06  2.074E-05  1.127E-05  1.572E-05  9.945E-01  1.008E+00  7.67E+02  0.00E+00  9.82E+01  0.190987  0.272261  0.0000000E+00  7.5363318624E-01
 23  0.150224160304548E+07   56.680809  5.773256  4.657647  0.7093185E+00  0.2766710E+00  1.7879774E-03  2.8134478E-05  1.9908769E-03  4.8589659E-03  2.5606086E-06  1.0040062E-05  1.8745265E-03  1.2122537E-04  1.740E-06  0.6807  4.657647   -5.553  0.391647  7.633079  0.5321510E+00  0.4541548E+00  7.3156380E-05  2.0048963E-05  8.0558918E-03  2.3683411E-04  4.4544750E-07  1.8270161E-09  1.8421965E-03  2.5768472E-06  2.007E-05  1.101E-05  1.541E-05  9.947E-01  1.008E+00  7.63E+02  0.00E+00  9.63E+01  0.188437  0.275024  0.0000000E+00  7.3448509690E-01
 24  0.156451369181369E+07   56.504503  5.776891  4.657001  0.7068498E+00  0.2791477E+00  1.7268697E-03  2.8080489E-05  2.1825685E-03  4.7218658E-03  2.5380417E-06  9.6851510E-06  1.8740261E-03  1.1714089E-04  1.961E-06  0.6799  4.657001   -5.543  0.393236  7.633854  0.5237441E+00  0.4625623E+00  7.2993199E-05  2.0002845E-05  8.0622069E-03  2.2990002E-04  4.3366114E-07  1.9755851E-09  1.8407833E-03  2.6011548E-06  1.940E-05  1.055E-05  1.513E-05  9.950E-01  1.007E+00  7.59E+02  0.00E+00  9.33E+01  0.183455  0.277799  0.0000000E+00  7.1538824390E-01
 25  0.162593885909318E+07   56.326706  5.780511  4.656267  0.7041114E+00  0.2818944E+00  1.6662590E-03  2.8017553E-05  2.3762964E-03  4.5817890E-03  2.5076737E-06  9.3328351E-06  1.8734796E-03  1.1306399E-04  2.174E-06  0.6795  4.656267   -5.534  0.394410  7.634498  0.5154192E+00  0.4708878E+00  7.3995172E-05  2.0293215E-05  8.0657163E-03  2.2421512E-04  4.1194140E-07  1.6421488E-09  1.8393810E-03  2.6330786E-06  1.875E-05  1.027E-05  1.483E-05  9.951E-01  1.007E+00  7.55E+02  0.00E+00  9.12E+01  0.180487  0.280558  0.0000000E+00  6.9656998760E-01
 26  0.168786502528482E+07   56.143396  5.784216  4.655644  0.7009482E+00  0.2850669E+00  1.6034888E-03  2.7943255E-05  2.5803813E-03  4.4327899E-03  2.4685410E-06  8.9676738E-06  1.8728574E-03  1.0881886E-04  2.391E-06  0.6790  4.655644   -5.524  0.396018  7.635278  0.5069741E+00  0.4793334E+00  7.4153345E-05  2.0335688E-05  8.0699973E-03  2.1906772E-04  4.0130938E-07  1.6297097E-09  1.8379555E-03  2.6651252E-06  1.810E-05  9.863E-06  1.455E-05  9.954E-01  1.007E+00  7.51E+02  0.00E+00  8.82E+01  0.175542  0.283359  0.0000000E+00  6.7755736470E-01
 27  0.174854428262150E+07   55.959708  5.787868  4.655061  0.6974413E+00  0.2885833E+00  1.5409476E-03  2.7860478E-05  2.7869023E-03  4.2807153E-03  2.4224761E-06  8.6035670E-06  1.8721768E-03  1.0456946E-04  2.602E-06  0.6785  4.655061   -5.514  0.397612  7.636046  0.4986076E+00  0.4877003E+00  7.4367315E-05  2.0397561E-05  8.0739746E-03  2.1416967E-04  3.9030729E-07  1.5896027E-09  1.8365401E-03  2.6899139E-06  1.748E-05  9.596E-06  1.426E-05  9.954E-01  1.006E+00  7.47E+02  0.00E+00  8.76E+01  0.175159  0.286098  0.0000000E+00  6.5896924708E-01
 28  0.180947692294076E+07   55.771062  5.791581  4.654491  0.6935232E+00  0.2925114E+00  1.4779051E-03  2.7768320E-05  2.9979823E-03  4.1241185E-03  2.3695976E-06  8.2362850E-06  1.8714256E-03  1.0026921E-04  2.808E-06  0.6781  4.654491   -5.504  0.399010  7.636749  0.4901666E+00  0.4961418E+00  7.5174261E-05  2.0631285E-05  8.0766033E-03  2.0981699E-04  3.7320274E-07  1.4028123E-09  1.8351089E-03  2.7197654E-06  1.687E-05  9.261E-06  1.398E-05  9.957E-01  1.006E+00  7.43E+02  0.00E+00  8.49E+01  0.170609  0.288862  0.0000000E+00  6.4033572659E-01
 29  0.186942998231346E+07   55.581216  5.795284  4.654098  0.6893063E+00  0.2967386E+00  1.4164543E-03  2.7669839E-05  3.2062793E-03  3.9685798E-03  2.3124271E-06  7.8780523E-06  1.8706261E-03  9.6063841E-05  2.998E-06  0.6778  4.654098   -5.495  0.400885  7.637606  0.4818000E+00  0.5045086E+00  7.4968809E-05  2.0567182E-05  8.0803593E-03  2.0587923E-04  3.6968395E-07  1.4602970E-09  1.8336870E-03  2.7460573E-06  1.627E-05  8.829E-06  1.371E-05  9.959E-01  1.005E+00  7.39E+02  0.00E+00  8.15E+01  0.164783  0.291603  0.0000000E+00  6.2213554420E-01
 30  0.192915495538513E+07   55.387764  5.799025  4.653641  0.6848351E+00  0.3012198E+00  1.3571576E-03  2.7566357E-05  3.4094483E-03  3.8160230E-03  2.2524822E-06  7.5321868E-06  1.8697866E-03  9.1995030E-05  3.169E-06  0.6775  4.653641   -5.485  0.402388  7.638337  0.4733943E+00  0.5129146E+00  7.5533760E-05  2.0740518E-05  8.0827656E-03  2.0217440E-04  3.5582059E-07  1.3800159E-09  1.8322548E-03  2.7720067E-06  1.570E-05  8.396E-06  1.344E-05  9.963E-01  1.005E+00  7.36E+02  0.00E+00  7.73E+01  0.157024  0.294371  0.0000000E+00  6.0415173669E-01
 31  0.198861101056949E+07   55.190729  5.802770  4.653217  0.6800794E+00  0.3059856E+00  1.2996055E-03  2.7457536E-05  3.6085398E-03  3.6657962E-03  2.1901424E-06  7.1963274E-06  1.8689017E-03  8.8037102E-05  3.323E-06  0.6773  4.653217   -5.475  0.404232  7.639180  0.4649702E+00  0.5213389E+00  7.5735100E-05  2.0790333E-05  8.0854208E-03  1.9881520E-04  3.4937123E-07  1.3083249E-09  1.8308158E-03  2.7992781E-06  1.514E-05  8.070E-06  1.318E-05  9.965E-01  1.005E+00  7.32E+02  0.00E+00  7.54E+01  0.154073  0.297140  0.0000000E+00  5.8642231801E-01
 32  0.204690573105933E+07   54.993087  5.806451  4.652839  0.6751713E+00  0.3109034E+00  1.2453388E-03  2.7346899E-05  3.7979029E-03  3.5222866E-03  2.1277868E-06  6.8794869E-06  1.8679959E-03  8.4298027E-05  3.454E-06  0.6771  4.652839   -5.465  0.405978  7.639985  0.4565941E+00  0.5297153E+00  7.6151948E-05  2.0904939E-05  8.0879288E-03  1.9526008E-04  3.3995140E-07  1.2462226E-09  1.8293813E-03  2.8205088E-06  1.460E-05  7.632E-06  1.292E-05  9.968E-01  1.005E+00  7.28E+02  0.00E+00  7.09E+01  0.145580  0.299868  0.0000000E+00  5.6919512789E-01
 33  0.210474907336096E+07   54.792471  5.810166  4.652541  0.6699833E+00  0.3161009E+00  1.1928498E-03  2.7232209E-05  3.9825049E-03  3.3818416E-03  2.0643265E-06  6.5728751E-06  1.8670454E-03  8.0675570E-05  3.571E-06  0.6768  4.652541   -5.455  0.407891  7.640842  0.4482155E+00  0.5380940E+00  7.6138013E-05  2.0905871E-05  8.0907691E-03  1.9203630E-04  3.3364252E-07  1.2552283E-09  1.8279426E-03  2.8458860E-06  1.409E-05  7.331E-06  1.267E-05  9.969E-01  1.004E+00  7.25E+02  0.00E+00  6.94E+01  0.143153  0.302611  0.0000000E+00  5.5233328050E-01
 34  0.216214183519774E+07   54.588834  5.813832  4.652265  0.6645480E+00  0.3215455E+00  1.1424233E-03  2.7114869E-05  4.1611050E-03  3.2454948E-03  2.0006216E-06  6.2781643E-06  1.8660563E-03  7.7190668E-05  3.672E-06  0.6766  4.652265   -5.445  0.409582  7.641623  0.4398040E+00  0.5465059E+00  7.7008474E-05  2.1144428E-05  8.0923462E-03  1.8878995E-04  3.2213840E-07  1.1053691E-09  1.8264945E-03  2.8697453E-06  1.359E-05  6.945E-06  1.242E-05  9.973E-01  1.004E+00  7.21E+02  0.00E+00  6.52E+01  0.135155  0.305318  0.0000000E+00  5.3581655037E-01
 35  0.221950842295187E+07   54.380496  5.817651  4.652107  0.6587651E+00  0.3273377E+00  1.0931281E-03  2.6993390E-05  4.3368037E-03  3.1109531E-03  1.9359224E-06  5.9899158E-06  1.8650102E-03  7.3779963E-05  3.762E-06  0.6766  4.652107   -5.435  0.411581  7.642502  0.4314209E+00  0.5548890E+00  7.6915398E-05  2.1131665E-05  8.0946077E-03  1.8634901E-04  3.1699548E-07  1.1368566E-09  1.8250476E-03  2.9029154E-06  1.311E-05  6.569E-06  1.218E-05  9.975E-01  1.004E+00  7.18E+02  0.00E+00  6.21E+01  0.129407  0.308120  0.0000000E+00  5.1955344922E-01
 36  0.227555492624194E+07   54.172242  5.821241  4.651915  0.6526996E+00  0.3334123E+00  1.0455167E-03  2.6869808E-05  4.5074613E-03  2.9799184E-03  1.8713212E-06  5.7113634E-06  1.8639188E-03  7.0482500E-05  3.843E-06  0.6763  4.651915   -5.425  0.413325  7.643292  0.4229919E+00  0.5633183E+00  7.7856255E-05  2.1389605E-05  8.0962310E-03  1.8293246E-04  3.0536685E-07  9.7951835E-10  1.8235886E-03  2.9188827E-06  1.266E-05  6.336E-06  1.194E-05  9.976E-01  1.003E+00  7.15E+02  0.00E+00  6.07E+01  0.126972  0.310732  0.0000000E+00  5.0395790681E-01
 37  0.233241131473808E+07   53.955919  5.825151  4.651917  0.6461432E+00  0.3399779E+00  9.9799667E-04  2.6740647E-05  4.6786484E-03  2.8481640E-03  1.8049531E-06  5.4331912E-06  1.8627444E-03  6.7188624E-05  3.916E-06  0.6766  4.651917   -5.415  0.415711  7.644294  0.4146086E+00  0.5717015E+00  7.7223325E-05  2.1216246E-05  8.0986407E-03  1.8123344E-04  3.0671373E-07  1.0795556E-09  1.8221336E-03  2.9623330E-06  1.221E-05  5.896E-06  1.172E-05  9.979E-01  1.003E+00  7.12E+02  0.00E+00  5.63E+01  0.118440  0.313550  0.0000000E+00  4.8840135626E-01
 38  0.238879759716313E+07   53.736169  5.829004  4.651858  0.6392693E+00  0.3468608E+00  9.5189163E-04  2.6610153E-05  4.8454854E-03  2.7194858E-03  1.7389055E-06  5.1631482E-06  1.8615182E-03  6.3990591E-05  3.979E-06  0.6770  4.651858   -5.404  0.417658  7.645148  0.4061937E+00  0.5801165E+00  7.7942357E-05  2.1415580E-05  8.0993011E-03  1.7928152E-04  2.9900491E-07  9.6532976E-10  1.8206685E-03  2.9975131E-06  1.178E-05  5.596E-06  1.149E-05  9.981E-01  1.003E+00  7.09E+02  0.00E+00  5.37E+01  0.113357  0.316312  0.0000000E+00  4.7330717362E-01
 39  0.244271205759617E+07   53.521117  5.832571  4.651742  0.6322862E+00  0.3538525E+00  9.0838793E-04  2.6482662E-05  5.0035336E-03  2.5973602E-03  1.6751958E-06  4.9081933E-06  1.8602768E-03  6.0971239E-05  4.032E-06  0.6767  4.651742   -5.394  0.419341  7.645901  0.3978179E+00  0.5884927E+00  7.9325574E-05  2.1800967E-05  8.1003443E-03  1.7578516E-04  2.8355357E-07  8.1657197E-10  1.8192063E-03  3.0081294E-06  1.139E-05  5.406E-06  1.128E-05  9.982E-01  1.003E+00  7.06E+02  0.00E+00  5.14E+01  0.109054  0.318841  0.0000000E+00  4.5917447715E-01
 40  0.249565830389068E+07   53.305143  5.836071  4.651731  0.6252995E+00  0.3608473E+00  8.6780163E-04  2.6360080E-05  5.1514993E-03  2.4828394E-03  1.6146064E-06  4.6701949E-06  1.8590384E-03  5.8152993E-05  4.068E-06  0.6761  4.651731   -5.385  0.421694  7.646869  0.3894026E+00  0.5969082E+00  7.9016693E-05  2.1722076E-05  8.1041116E-03  1.7199236E-04  2.7889016E-07  8.4638406E-10  1.8177338E-03  3.0214189E-06  1.101E-05  5.078E-06  1.107E-05  9.983E-01  1.002E+00  7.03E+02  0.00E+00  4.96E+01  0.105704  0.321339  0.0000000E+00  4.4557348513E-01
